date,open,high,low,close,volume,outstanding_share,turnover
2011/6/23,285.8386355,292.988106,285.8386355,291.3058777,1740219,1011600000,0.001720264
2011/6/28,308.4085327,314.716889,293.8292202,299.9973909,7462737,1011600000,0.007377162
2011/6/29,298.5955339,309.3898326,297.3338626,306.5861186,6716268,1011600000,0.006639253
2011/6/30,306.7263043,312.3337322,304.6235189,310.3711324,5679100,1011600000,0.005613978
2011/7/1,310.2309467,317.520603,306.7263043,309.8103897,4122569,1011600000,0.004075296
2011/7/4,309.3898326,326.7728589,305.7450044,320.0439455,7183170,1011600000,0.007100801
2011/7/5,322.146731,322.4271024,315.4178175,320.0439455,3437845,1011600000,0.003398423
2011/7/6,316.9598602,319.6233884,314.716889,317.9411601,2772541,1011600000,0.002740748
2011/7/7,316.9598602,323.1280308,315.4178175,315.6981889,3907735,1011600000,0.003862925
2011/7/8,316.118746,324.5298878,315.4178175,317.520603,2262558,1011600000,0.002236613
2011/7/11,316.5393031,325.0906306,315.6981889,322.0065453,1696680,1011600000,0.001677224
2011/7/12,319.9037598,324.8102592,316.5393031,318.3617171,2915659,1011600000,0.002882225
2011/7/13,316.9598602,322.4271024,316.9598602,318.5019028,3500162,1011600000,0.003460026
2011/7/14,318.3617171,321.4458025,309.2496469,318.2215315,2932832,1011600000,0.002899201
2011/7/15,317.9411601,321.7261739,315.4178175,316.6794888,2301790,1011600000,0.002275395
2011/7/18,315.9785603,326.4924876,315.6981889,325.0906306,4113316,1011600000,0.004066149
2011/7/19,322.4271024,331.5391726,321.7261739,324.3897021,3541007,1011600000,0.003500402
2011/7/20,324.5298878,329.1560158,315.8383746,318.5019028,2505589,1011600000,0.002476857
2011/7/21,319.4832027,321.0252454,314.0159606,317.3804173,2315513,1011600000,0.002288961
2011/7/22,317.2402316,318.6420885,311.0720609,311.6328037,2030584,1011600000,0.002007299
2011/7/25,308.6889041,316.2589317,299.7170195,300.9786908,2658431,1011600000,0.002627947
2011/7/26,299.9973909,306.7263043,294.389963,301.8198049,1837656,1011600000,0.001816584
2011/7/27,297.7544197,307.8477899,295.2310772,305.8851901,2294201,1011600000,0.002267893
2011/7/28,303.0814762,305.6048188,297.193677,303.3618476,2071821,1011600000,0.002048063
2011/7/29,305.6048188,307.8477899,299.7170195,299.8572052,2219608,1011600000,0.002194156
2011/8/1,305.6048188,306.3057472,298.5955339,301.8198049,970292,1011600000,0.000959166
2011/8/2,298.3151625,301.6796192,286.6797497,294.2497773,3435500,1011600000,0.003396105
2011/8/3,291.3058777,293.5488488,287.1003068,291.5862491,2817512,1011600000,0.002785204
2011/8/4,291.5862491,301.9599906,290.1843921,300.2777623,2574755,1011600000,0.00254523
2011/8/5,292.4273633,298.3151625,288.7825351,295.0908915,3033004,1011600000,0.002998225
2011/8/8,298.4553482,298.4553482,280.3713933,288.5021638,3338730,1011600000,0.003300445
2011/8/9,279.1097221,291.4460634,279.1097221,290.4647635,2720835,1011600000,0.002689635
2011/8/10,292.2871776,297.4740483,290.4647635,292.2871776,3120849,1011600000,0.003085062
2011/8/11,286.6797497,295.5114486,285.2778927,295.2310772,4048920,1011600000,0.004002491
2011/8/12,293.6816775,311.9927653,293.6816775,308.3305477,5553932,1011600000,0.005490245
2011/8/15,307.9079841,309.8799474,302.9780759,308.0488387,3134649,1011600000,0.003098704
2011/8/16,308.0488387,311.5702017,302.8372214,309.8799474,4922852,1011600000,0.004866402
2011/8/17,309.1756748,318.0495097,307.062857,314.2464376,4391000,1011600000,0.004340648
2011/8/18,319.4580549,319.4580549,303.823203,304.1049121,1807739,1011600000,0.00178701
2011/8/19,302.8372214,304.6683301,298.6115857,301.1469671,1583749,1011600000,0.001565588
2011/8/22,301.5695307,305.6543118,296.0762043,298.6115857,667043,1011600000,0.000659394
2011/8/23,302.5555123,302.8372214,297.2030405,298.6115857,1117114,1011600000,0.001104304
2011/8/24,301.5695307,301.7103852,297.343895,297.9073131,832047,1011600000,0.000822506
2011/8/25,298.7524402,307.062857,294.8085136,302.5555123,2269312,1011600000,0.00224329
2011/8/26,302.6963668,306.9220025,301.4286761,302.6963668,1270763,1011600000,0.001256191
2011/8/29,295.7944953,304.2457666,295.7944953,298.6115857,1096671,1011600000,0.001084095
2011/8/30,301.9920942,303.4006394,294.104241,294.5268046,2308496,1011600000,0.002282025
2011/8/31,294.3859501,295.2310772,290.1603144,293.5408229,1000075,1011600000,0.000988607
2011/9/1,295.2310772,295.2310772,285.6529697,288.3292056,1500315,1011600000,0.001483111
2011/9/2,289.7377509,289.7377509,280.1596434,283.1175883,1269495,1011600000,0.001254938
2011/9/5,281.4273341,283.1175883,271.9900811,275.7931532,2573152,1011600000,0.002543646
2011/9/6,274.5254625,277.4834075,269.7364088,276.2157168,1359846,1011600000,0.001344253
2011/9/7,278.8919527,279.1736617,272.5534992,277.342553,1318187,1011600000,0.001303071
2011/9/8,277.624262,279.3145163,273.2577718,274.2437535,618725,1011600000,0.00061163
2011/9/9,277.342553,278.0468256,257.0595019,270.4406814,4312310,1011600000,0.004262861
2011/9/13,266.0741912,266.0741912,258.0454835,261.7077011,1752146,1011600000,0.001732054
2011/9/14,261.8485556,264.383937,256.3552292,262.9753918,970464,1011600000,0.000959336
2011/9/15,261.9894101,266.0741912,260.4400104,261.9894101,1065567,1011600000,0.001053348
2011/9/16,262.9753918,264.5247915,258.4680471,259.8765923,1117182,1011600000,0.001104371
2011/9/19,259.1723197,262.5528282,253.9607024,258.3271925,756131,1011600000,0.00074746
2011/9/20,260.4400104,260.4400104,252.5521572,253.1155752,1214311,1011600000,0.001200387
2011/9/21,252.2704481,271.144954,248.7490851,262.6936827,3623003,1011600000,0.003581458
2011/9/22,262.1302646,263.1162463,258.4680471,260.1583013,1001713,1011600000,0.000990226
2011/9/23,254.946684,268.3278636,254.946684,262.5528282,1830707,1011600000,0.001809714
2011/9/26,260.4400104,267.4827364,257.0595019,259.4540287,610407,1011600000,0.000603407
2011/9/27,261.5668465,267.3418819,259.8765923,264.8065005,1055870,1011600000,0.001043762
2011/9/28,264.1022279,269.0321362,257.7637745,263.6796644,1589751,1011600000,0.001571521
2011/9/29,262.5528282,264.5247915,257.0595019,259.1723197,1312694,1011600000,0.001297641
2011/9/30,259.1723197,262.8345372,252.6930117,262.5528282,1904805,1011600000,0.001882963
2011/10/10,261.9894101,264.8065005,256.6369383,258.186338,1015319,1011600000,0.001003676
2011/10/11,261.9894101,267.4827364,252.9747207,258.186338,1459610,1011600000,0.001442873
2011/10/12,253.6789933,265.3699186,253.6789933,263.8205189,1526484,1011600000,0.00150898
2011/10/13,263.2571008,270.4406814,261.7077011,268.3278636,2558943,1011600000,0.0025296
2011/10/14,269.4546998,269.4546998,265.6516277,267.623591,725873,1011600000,0.000717549
2011/10/17,270.2998269,270.4406814,265.7924822,269.8772633,994457,1011600000,0.000983054
2011/10/18,267.9053,269.0321362,262.9753918,263.1162463,511287,1011600000,0.000505424
2011/10/19,265.6516277,265.9333367,259.3131742,261.425992,490076,1011600000,0.000484456
2011/10/20,259.1723197,263.2571008,249.3125032,251.425321,1418324,1011600000,0.00140206
2011/10/21,251.425321,253.5381388,243.6783223,244.664304,1333363,1011600000,0.001318073
2011/10/24,247.6222489,247.6222489,238.0441414,241.8472135,1628055,1011600000,0.001609386
2011/10/25,242.2697771,248.6082306,234.8044874,247.903958,2295671,1011600000,0.002269347
2011/10/26,245.6502856,258.0454835,243.6783223,255.3692476,2455030,1011600000,0.002426878
2011/10/27,255.3692476,259.1723197,253.5381388,258.0454835,2168810,1011600000,0.00214394
2011/10/28,260.7217194,267.3418819,260.5808649,262.6936827,1786804,1011600000,0.001766315
2011/10/31,263.1162463,263.3979553,259.1723197,261.9894101,1368966,1011600000,0.001353268
2011/11/1,259.1723197,266.2150458,258.4680471,263.6796644,4182978,1011600000,0.004135012
2011/11/2,259.5948832,265.9333367,253.6789933,264.9473551,1906614,1011600000,0.001884751
2011/11/3,266.6376093,272.8352083,262.1302646,263.9613734,4388953,1011600000,0.004338625
2011/11/4,264.665646,269.5955543,264.2430825,266.7784638,2034384,1011600000,0.002011056
2011/11/7,264.2430825,265.2290641,255.6509566,260.7217194,2246145,1011600000,0.002220388
2011/11/8,261.425992,262.2711192,254.664975,255.9326657,2589209,1011600000,0.002559519
2011/11/9,257.3412109,257.4820654,249.4533577,256.0735202,3008901,1011600000,0.002974398
