date,open,high,low,close,volume,outstanding_share,turnover
1999-12-09,5.16,5.18,5.11,5.11,2026600.0,300000000.0,0.006755333333333334
1999-12-10,5.12,5.15,5.11,5.14,2041942.0,300000000.0,0.0068064733333333335
1999-12-13,5.15,5.27,5.15,5.18,2249400.0,300000000.0,0.007498
1999-12-14,5.17,5.21,5.12,5.16,2110600.0,300000000.0,0.0070353333333333335
1999-12-15,5.17,5.31,5.17,5.29,4365700.0,300000000.0,0.014552333333333334
1999-12-16,5.28,5.28,5.15,5.16,1269400.0,300000000.0,0.0042313333333333335
1999-12-17,5.18,5.18,5.1,5.12,1935200.0,300000000.0,0.006450666666666667
1999-12-21,5.11,5.11,4.99,5.0,2305200.0,300000000.0,0.007684
1999-12-22,5.0,5.05,4.95,4.97,1630500.0,300000000.0,0.005435
1999-12-23,4.97,5.0,4.85,4.9,1911250.0,300000000.0,0.006370833333333333
1999-12-24,4.9,4.98,4.87,4.93,808000.0,300000000.0,0.002693333333333333
1999-12-27,4.95,4.96,4.79,4.8,1423000.0,300000000.0,0.004743333333333333
1999-12-28,4.8,4.95,4.74,4.76,1724300.0,300000000.0,0.0057476666666666665
1999-12-29,4.8,4.97,4.76,4.89,2405500.0,300000000.0,0.008018333333333334
1999-12-30,4.92,4.95,4.87,4.9,1009100.0,300000000.0,0.0033636666666666667
2000-01-04,4.95,5.05,4.86,4.99,1950400.0,300000000.0,0.006501333333333333
2000-01-05,5.0,5.07,4.9,4.95,3999500.0,300000000.0,0.013331666666666667
2000-01-06,4.95,5.14,4.91,5.11,4278000.0,300000000.0,0.01426
2000-01-07,5.13,5.27,5.11,5.24,9596100.0,300000000.0,0.031987
2000-01-10,5.3,5.34,5.21,5.24,6675300.0,300000000.0,0.022251
2000-01-11,5.24,5.39,5.02,5.06,5878200.0,300000000.0,0.019594
2000-01-12,5.03,5.1,4.89,4.89,4133200.0,300000000.0,0.013777333333333334
2000-01-13,4.91,4.96,4.88,4.92,1633000.0,300000000.0,0.005443333333333333
2000-01-14,4.92,4.95,4.84,4.87,1285400.0,300000000.0,0.004284666666666667
2000-01-17,4.87,4.93,4.8,4.88,1194400.0,300000000.0,0.003981333333333333
2000-01-18,4.88,4.92,4.82,4.89,1005600.0,300000000.0,0.003352
2000-01-19,4.85,5.0,4.85,4.91,1432400.0,300000000.0,0.004774666666666667
2000-01-20,4.91,4.95,4.83,4.87,3050000.0,300000000.0,0.010166666666666666
2000-01-21,4.9,4.91,4.76,4.82,3476100.0,300000000.0,0.011587
2000-01-24,4.8,4.89,4.5,4.77,3953300.0,300000000.0,0.013177666666666667
2000-01-25,4.76,5.0,4.71,4.86,4598400.0,300000000.0,0.015328
2000-01-26,4.88,4.98,4.83,4.86,3260000.0,300000000.0,0.010866666666666667
2000-01-27,4.8,4.8,4.75,4.79,2227300.0,300000000.0,0.007424333333333333
2000-01-28,4.79,4.82,4.68,4.73,7748700.0,300000000.0,0.025829
2000-02-14,4.93,5.17,4.85,5.13,8062500.0,300000000.0,0.026875
2000-02-15,5.15,5.19,4.9,4.9,10215900.0,300000000.0,0.034053
2000-02-16,4.9,4.95,4.7,4.77,8730300.0,300000000.0,0.029101
2000-02-17,4.8,5.25,4.78,5.18,22754900.0,300000000.0,0.07584966666666666
2000-02-18,5.18,5.3,4.94,4.98,10865700.0,300000000.0,0.036219
2000-02-21,5.0,5.48,5.0,5.48,20732600.0,300000000.0,0.06910866666666667
2000-02-22,5.48,5.48,5.12,5.15,11277600.0,300000000.0,0.037592
2000-02-23,5.13,5.27,5.05,5.07,4939400.0,300000000.0,0.016464666666666666
2000-02-24,5.07,5.15,4.99,5.08,4407600.0,300000000.0,0.014692
2000-02-25,5.1,5.13,5.0,5.03,3735700.0,300000000.0,0.012452333333333333
2000-02-29,5.15,5.2,5.03,5.14,4700000.0,300000000.0,0.015666666666666666
2000-03-01,5.18,5.22,5.08,5.11,5715300.0,300000000.0,0.019051
2000-03-02,5.1,5.14,4.96,5.01,6910900.0,300000000.0,0.023036333333333332
2000-03-03,5.03,5.09,5.02,5.08,5154400.0,300000000.0,0.017181333333333333
2000-03-06,5.08,5.25,5.06,5.12,9108000.0,300000000.0,0.03036
2000-03-07,5.12,5.57,5.1,5.39,18252200.0,300000000.0,0.06084066666666667
2000-03-08,5.39,5.39,5.18,5.24,7490400.0,300000000.0,0.024968
2000-03-09,5.25,5.29,5.16,5.19,4751600.0,300000000.0,0.015838666666666668
2000-03-10,5.18,5.18,5.08,5.1,4460300.0,300000000.0,0.014867666666666666
2000-03-13,5.2,5.24,5.13,5.19,2643600.0,300000000.0,0.008812
2000-03-14,5.19,5.19,4.98,5.09,5308400.0,300000000.0,0.017694666666666668
2000-03-15,5.07,5.19,5.06,5.11,4167100.0,300000000.0,0.013890333333333333
2000-03-16,5.1,5.16,4.98,5.0,3293400.0,300000000.0,0.010978
2000-03-17,5.0,5.12,5.0,5.08,2779600.0,300000000.0,0.009265333333333334
2000-03-20,5.07,5.25,5.01,5.21,6112000.0,300000000.0,0.020373333333333334
2000-03-21,5.22,5.39,5.21,5.25,8755200.0,300000000.0,0.029184
2000-03-22,5.23,5.48,5.23,5.34,8860900.0,300000000.0,0.029536333333333335
2000-03-23,5.34,5.65,5.34,5.53,23070200.0,300000000.0,0.07690066666666667
2000-03-24,5.56,5.61,5.35,5.35,10740200.0,300000000.0,0.03580066666666667
2000-03-27,5.36,5.56,5.36,5.5,7403900.0,300000000.0,0.024679666666666666
2000-03-28,5.55,5.8,5.55,5.7,16243900.0,300000000.0,0.05414633333333333
2000-03-29,5.74,5.75,5.5,5.59,8855400.0,300000000.0,0.029518
2000-03-30,5.66,5.72,5.58,5.65,7971900.0,300000000.0,0.026573
2000-03-31,5.61,5.65,5.51,5.52,6037900.0,300000000.0,0.020126333333333333
2000-04-03,5.51,5.52,5.43,5.43,5178400.0,300000000.0,0.017261333333333333
2000-04-04,5.4,5.4,5.31,5.33,4517500.0,300000000.0,0.015058333333333333
2000-04-05,5.31,5.44,5.3,5.39,3135500.0,300000000.0,0.010451666666666666
2000-04-06,5.39,5.5,5.36,5.47,3343200.0,300000000.0,0.011144
2000-04-07,5.5,5.71,5.46,5.7,10912500.0,300000000.0,0.036375
2000-04-10,5.76,6.1,5.75,6.0,38177000.0,300000000.0,0.12725666666666666
2000-04-11,6.02,6.08,5.73,5.73,33455700.0,300000000.0,0.111519
2000-04-12,5.75,6.06,5.75,6.0,25392100.0,300000000.0,0.08464033333333333
2000-04-13,6.09,6.25,6.05,6.18,22941200.0,300000000.0,0.07647066666666667
2000-04-14,6.2,6.22,5.95,6.04,14966100.0,300000000.0,0.049887
2000-04-17,6.02,6.04,5.74,5.81,9016100.0,300000000.0,0.030053666666666666
2000-04-18,5.77,5.98,5.69,5.9,7300600.0,300000000.0,0.024335333333333334
2000-04-19,5.9,5.93,5.8,5.84,5731900.0,300000000.0,0.019106333333333333
2000-04-20,5.85,5.92,5.8,5.85,6025500.0,300000000.0,0.020085
2000-04-21,5.85,5.89,5.7,5.71,5207900.0,300000000.0,0.017359666666666666
2000-04-24,5.71,5.78,5.65,5.77,4480700.0,300000000.0,0.014935666666666667
2000-04-26,5.85,5.97,5.81,5.82,2849700.0,300000000.0,0.009499
2000-04-27,5.85,5.9,5.57,5.67,4263400.0,300000000.0,0.014211333333333333
2000-04-28,5.62,5.72,5.62,5.69,2970800.0,300000000.0,0.009902666666666667
2000-05-08,5.7,5.74,5.6,5.68,2466800.0,300000000.0,0.008222666666666666
2000-05-09,5.68,5.68,5.49,5.5,2883600.0,300000000.0,0.009612
2000-05-10,5.5,5.5,5.28,5.28,3887700.0,300000000.0,0.012959
2000-05-11,5.28,5.36,5.23,5.25,2233600.0,300000000.0,0.007445333333333333
2000-05-12,5.27,5.33,5.25,5.3,1853900.0,300000000.0,0.006179666666666667
2000-05-15,5.3,5.33,5.19,5.2,1807900.0,300000000.0,0.006026333333333333
2000-05-16,5.22,5.27,5.22,5.23,991300.0,300000000.0,0.003304333333333333
2000-05-17,5.25,5.3,5.19,5.23,1371800.0,300000000.0,0.004572666666666667
2000-05-18,5.23,5.38,5.23,5.36,2499500.0,300000000.0,0.008331666666666666
2000-05-19,5.37,5.39,5.28,5.34,2236100.0,300000000.0,0.007453666666666667
2000-05-22,5.36,5.58,5.36,5.45,3873400.0,300000000.0,0.012911333333333334
2000-05-23,5.45,5.56,5.41,5.53,3108300.0,300000000.0,0.010361
2000-05-24,5.54,5.68,5.46,5.57,4231600.0,300000000.0,0.014105333333333333
2000-05-25,5.59,5.62,5.49,5.6,4681500.0,300000000.0,0.015605
2000-05-26,5.6,5.72,5.53,5.66,5422000.0,300000000.0,0.018073333333333334
2000-05-29,5.66,5.76,5.6,5.75,5741800.0,300000000.0,0.019139333333333335
2000-05-30,5.76,6.13,5.75,5.78,14024100.0,300000000.0,0.046747
2000-05-31,5.78,5.94,5.64,5.85,5874200.0,300000000.0,0.019580666666666666
2000-06-01,5.88,5.97,5.82,5.88,4800700.0,300000000.0,0.016002333333333334
2000-06-02,5.9,6.15,5.9,6.08,17044400.0,300000000.0,0.056814666666666666
2000-06-05,6.2,6.49,5.96,6.03,26977900.0,300000000.0,0.08992633333333333
2000-06-06,6.0,6.0,5.8,5.93,8538600.0,300000000.0,0.028462
2000-06-07,5.99,6.04,5.85,5.91,5562600.0,300000000.0,0.018542
2000-06-08,5.93,6.1,5.91,6.08,9144400.0,300000000.0,0.030481333333333333
2000-06-09,6.1,6.15,5.87,5.88,5379000.0,300000000.0,0.01793
2000-06-12,5.86,5.94,5.81,5.89,2866900.0,300000000.0,0.009556333333333333
2000-06-13,5.9,6.25,5.9,6.14,11901200.0,300000000.0,0.03967066666666667
2000-06-14,6.2,6.35,6.1,6.19,14715200.0,300000000.0,0.049050666666666666
