date,open,high,low,close,volume,outstanding_share,turnover
2002-01-21,3.18,3.22,3.11,3.12,14817605.0,2230000000.0,0.006644665919282511
2002-01-22,3.1,3.17,3.06,3.06,20133066.0,2230000000.0,0.009028280717488789
2002-01-23,3.06,3.18,2.99,3.18,30102231.0,2230000000.0,0.013498758295964126
2002-01-24,3.17,3.28,3.07,3.23,40783302.0,2230000000.0,0.018288476233183856
2002-01-25,3.21,3.22,3.16,3.18,15987352.0,2230000000.0,0.007169216143497758
2002-01-28,3.15,3.17,3.0,3.01,36551417.0,2230000000.0,0.01639076995515695
2002-01-29,2.98,3.06,2.96,3.05,13533723.0,2230000000.0,0.006068934080717489
2002-01-30,3.05,3.06,2.99,3.01,11463051.0,2230000000.0,0.005140381614349776
2002-01-31,3.03,3.19,3.03,3.16,44682304.0,2230000000.0,0.020036907623318386
2002-02-01,3.16,3.17,3.09,3.11,22855737.0,2230000000.0,0.01024920941704036
2002-02-04,3.12,3.16,3.08,3.15,12560158.0,2230000000.0,0.005632357847533632
2002-02-05,3.15,3.19,3.13,3.19,20230892.0,2230000000.0,0.009072148878923767
2002-02-06,3.19,3.21,3.13,3.14,15350880.0,2230000000.0,0.006883802690582959
2002-02-07,3.13,3.23,3.12,3.21,30393783.0,2230000000.0,0.013629499103139013
2002-02-08,3.21,3.23,3.16,3.18,19364201.0,2230000000.0,0.008683498206278027
2002-02-25,3.22,3.23,3.17,3.19,18130077.0,2230000000.0,0.00813007937219731
2002-02-26,3.19,3.19,3.13,3.17,10986612.0,2230000000.0,0.004926731838565022
2002-02-27,3.17,3.24,3.13,3.22,24018515.0,2230000000.0,0.010770634529147982
2002-02-28,3.21,3.24,3.18,3.19,12339473.0,2230000000.0,0.005533395964125561
2002-03-01,3.19,3.2,3.15,3.16,9998060.0,2230000000.0,0.004483434977578475
2002-03-04,3.17,3.19,3.16,3.18,6302752.0,2230000000.0,0.0028263461883408073
2002-03-05,3.2,3.25,3.18,3.23,28733175.0,2230000000.0,0.012884831838565022
2002-03-06,3.23,3.28,3.22,3.24,30835943.0,2230000000.0,0.013827777130044842
2002-03-07,3.24,3.29,3.24,3.29,27027327.0,2230000000.0,0.012119877578475336
2002-03-08,3.3,3.47,3.3,3.4,90855476.0,2230000000.0,0.040742365919282514
2002-03-11,3.36,3.4,3.33,3.38,35972640.0,2230000000.0,0.01613122869955157
2002-03-12,3.38,3.47,3.36,3.38,59488449.0,2230000000.0,0.02667643452914798
2002-03-13,3.38,3.43,3.35,3.35,26036391.0,2230000000.0,0.011675511659192825
2002-03-14,3.35,3.4,3.33,3.39,19167093.0,2230000000.0,0.008595108968609865
2002-03-15,3.42,3.42,3.32,3.33,23792100.0,2230000000.0,0.010669103139013453
2002-03-18,3.37,3.39,3.27,3.3,16066252.0,2230000000.0,0.007204597309417041
2002-03-19,3.3,3.36,3.3,3.36,11369103.0,2230000000.0,0.005098252466367713
2002-03-20,3.38,3.4,3.35,3.38,23650276.0,2230000000.0,0.010605504932735425
2002-03-21,3.38,3.45,3.37,3.39,24019360.0,2230000000.0,0.010771013452914799
2002-03-22,3.39,3.43,3.37,3.38,17752146.0,2230000000.0,0.007960603587443946
2002-03-25,3.38,3.39,3.35,3.37,10944732.0,2230000000.0,0.004907951569506726
2002-03-26,3.37,3.37,3.32,3.32,16143293.0,2230000000.0,0.007239144843049328
2002-03-27,3.34,3.34,3.3,3.31,10574744.0,2230000000.0,0.004742037668161435
2002-03-28,3.32,3.33,3.28,3.29,13126060.0,2230000000.0,0.005886125560538117
2002-03-29,3.29,3.3,3.19,3.21,15834992.0,2230000000.0,0.0071008932735426005
2002-04-01,3.2,3.24,3.2,3.22,8375604.0,2230000000.0,0.0037558762331838563
2002-04-02,3.24,3.29,3.16,3.19,10439442.0,2230000000.0,0.004681364125560538
2002-04-03,3.19,3.3,3.19,3.29,24944967.0,2230000000.0,0.011186083856502242
2002-04-04,3.3,3.43,3.27,3.41,54088312.0,2230000000.0,0.024254848430493272
2002-04-05,3.45,3.48,3.37,3.41,77930232.0,2230000000.0,0.03494629237668161
2002-04-08,3.42,3.51,3.42,3.46,52251378.0,2800000000.0,0.018661206428571428
2002-04-09,3.46,3.49,3.42,3.45,34425935.0,2800000000.0,0.012294976785714286
2002-04-10,3.45,3.47,3.41,3.44,22569310.0,2800000000.0,0.008060467857142857
2002-04-11,3.45,3.46,3.38,3.38,16422497.0,2800000000.0,0.0058651775
2002-04-12,3.38,3.47,3.37,3.45,25331009.0,2800000000.0,0.009046788928571428
2002-04-15,3.45,3.47,3.4,3.43,17785239.0,2800000000.0,0.006351871071428572
2002-04-16,3.42,3.43,3.33,3.35,27495600.0,2800000000.0,0.009819857142857142
2002-04-17,3.36,3.42,3.33,3.39,15626653.0,2800000000.0,0.0055809475
2002-04-18,3.39,3.41,3.36,3.38,9812355.0,2800000000.0,0.0035044125
2002-04-19,3.37,3.4,3.33,3.39,10657654.0,2800000000.0,0.003806305
2002-04-22,3.39,3.4,3.35,3.36,4201974.0,2800000000.0,0.001500705
2002-04-23,3.36,3.37,3.34,3.35,4549700.0,2800000000.0,0.001624892857142857
2002-04-24,3.34,3.35,3.31,3.33,6367694.0,2800000000.0,0.0022741764285714285
2002-04-25,3.33,3.35,3.32,3.34,6768022.0,2800000000.0,0.002417150714285714
2002-04-26,3.33,3.37,3.31,3.35,6855492.0,2800000000.0,0.00244839
2002-04-29,3.31,3.38,3.28,3.36,9321222.0,2800000000.0,0.0033290078571428573
2002-04-30,3.35,3.38,3.35,3.36,9257655.0,2800000000.0,0.0033063053571428572
2002-05-08,3.37,3.38,3.3,3.33,7528098.0,2800000000.0,0.0026886064285714284
2002-05-09,3.32,3.36,3.3,3.32,6023207.0,2800000000.0,0.002151145357142857
2002-05-10,3.32,3.33,3.3,3.3,7159465.0,2800000000.0,0.0025569517857142857
2002-05-13,3.3,3.31,3.25,3.27,8829967.0,2800000000.0,0.0031535596428571427
2002-05-14,3.26,3.29,3.24,3.25,6191679.0,2800000000.0,0.0022113139285714284
2002-05-15,3.25,3.26,3.22,3.23,6878418.0,2800000000.0,0.0024565778571428573
2002-05-16,3.23,3.24,3.15,3.16,12517828.0,2800000000.0,0.004470652857142857
2002-05-17,3.18,3.25,3.17,3.24,13233874.0,2800000000.0,0.004726383571428572
2002-05-20,3.23,3.23,3.15,3.17,6642792.0,2800000000.0,0.0023724257142857144
2002-05-21,3.23,3.26,3.2,3.23,15665561.0,2800000000.0,0.0055948432142857146
2002-05-22,3.24,3.25,3.18,3.19,4698400.0,2800000000.0,0.001678
2002-05-23,3.21,3.26,3.2,3.21,6822110.0,2800000000.0,0.002436467857142857
2002-05-24,3.23,3.23,3.18,3.19,3821070.0,2800000000.0,0.001364667857142857
2002-05-27,3.22,3.23,3.16,3.17,5541870.0,2800000000.0,0.001979239285714286
2002-05-28,3.19,3.21,3.18,3.2,4276282.0,2800000000.0,0.0015272435714285715
2002-05-29,3.2,3.2,3.14,3.15,9907639.0,2800000000.0,0.0035384425
2002-05-30,3.15,3.18,3.13,3.15,7382169.0,2800000000.0,0.0026364889285714287
2002-05-31,3.15,3.18,3.14,3.15,6166104.0,2800000000.0,0.00220218
2002-06-03,3.15,3.15,3.1,3.1,7949748.0,2800000000.0,0.0028391957142857144
2002-06-04,3.11,3.16,3.1,3.15,9734937.0,2800000000.0,0.003476763214285714
2002-06-05,3.15,3.15,3.1,3.11,5968800.0,2800000000.0,0.002131714285714286
2002-06-06,3.1,3.2,3.09,3.19,13387041.0,2800000000.0,0.004781086071428572
2002-06-07,3.18,3.2,3.14,3.17,10334720.0,2800000000.0,0.0036909714285714287
2002-06-10,3.18,3.19,3.15,3.16,4011546.0,2800000000.0,0.001432695
2002-06-11,3.16,3.19,3.16,3.18,3283206.0,2800000000.0,0.0011725735714285714
2002-06-12,3.18,3.18,3.16,3.18,3094100.0,2800000000.0,0.0011050357142857142
2002-06-14,3.17,3.21,3.13,3.14,7971712.0,2800000000.0,0.00284704
2002-06-17,3.14,3.16,3.13,3.15,2561175.0,2800000000.0,0.0009147053571428571
2002-06-18,3.14,3.18,3.14,3.18,5382731.0,2800000000.0,0.0019224039285714286
2002-06-19,3.18,3.18,3.15,3.15,2519200.0,2800000000.0,0.0008997142857142857
2002-06-20,3.18,3.22,3.16,3.19,6684129.0,2800000000.0,0.0023871889285714287
2002-06-21,3.19,3.25,3.19,3.24,18355994.0,2800000000.0,0.006555712142857143
2002-06-24,3.56,3.56,3.4,3.56,160949860.0,2800000000.0,0.057482092857142855
2002-06-25,3.58,3.92,3.46,3.7,255129841.0,2800000000.0,0.09111780035714286
2002-06-26,3.68,3.76,3.64,3.7,82377319.0,2800000000.0,0.02942047107142857
2002-06-27,3.71,3.83,3.66,3.82,118644892.0,2800000000.0,0.04237317571428571
2002-06-28,3.84,4.0,3.78,3.9,187747055.0,2800000000.0,0.06705251964285715
2002-07-01,3.9,3.93,3.81,3.84,91267995.0,2800000000.0,0.0325957125
2002-07-02,3.82,3.84,3.75,3.81,48193628.0,2800000000.0,0.01721201
2002-07-03,3.81,3.9,3.81,3.85,36171074.0,2800000000.0,0.012918240714285715
2002-07-04,3.85,3.88,3.77,3.78,37605999.0,2800000000.0,0.013430713928571428
2002-07-05,3.78,3.81,3.74,3.79,25913532.0,2800000000.0,0.009254832857142858
2002-07-08,3.79,3.87,3.76,3.8,25662741.0,2800000000.0,0.009165264642857144
2002-07-09,3.8,3.87,3.78,3.84,25319727.0,2800000000.0,0.009042759642857143
2002-07-10,3.83,3.86,3.74,3.77,45533291.0,2800000000.0,0.016261889642857144
2002-07-11,3.75,3.77,3.67,3.68,42775606.0,2800000000.0,0.015277002142857142
2002-07-12,3.68,3.72,3.66,3.67,17833073.0,2800000000.0,0.006368954642857143
2002-07-15,3.66,3.69,3.64,3.65,16736329.0,2800000000.0,0.005977260357142857
2002-07-16,3.65,3.71,3.65,3.68,11585321.0,2800000000.0,0.004137614642857143
2002-07-17,3.68,3.69,3.63,3.68,13357511.0,2800000000.0,0.004770539642857143
2002-07-18,3.68,3.72,3.66,3.69,16025847.0,2800000000.0,0.005723516785714286
2002-07-19,3.7,3.71,3.68,3.71,13295607.0,2800000000.0,0.004748431071428571
2002-07-22,3.7508815426996773,3.7508815426996773,3.628236914600505,3.6384573002754363,18352095.0,2800000000.0,0.006554319642857143
2002-07-23,3.628236914600505,3.6588980716252983,3.5975757575757124,3.6180165289255743,15083220.0,2800000000.0,0.0053868642857142855
