time,O,H,L,C,volume,outstanding_share,turnover,diff,up,down,avg_up,avg_down,rsi,lowest,highest,RSV,K,D,J,predict
2003/12/10,13.28723411,13.62659372,13.1306066,13.58743685,575995,32500000,0.017722923,0.33935962,0.33935962,0,0.167504425,0.0609107,73.33333333,12.28220756,13.62659372,97.08737927,86.37277647,81.88622719,95.34587505,
2003/12/11,13.56133226,13.65269831,13.3133387,13.40470475,416829,32500000,0.012825508,-0.1827321,0,-0.1827321,0.132698312,0.09136605,59.22330114,12.42578278,13.65269831,79.78723442,84.17759579,82.65001672,87.23275392,
2003/12/12,13.40470475,13.4960708,13.19586806,13.35249558,365659,32500000,0.011251046,-0.05220917,0,-0.05220917,0.113119872,0.100067578,53.0612246,12.7651424,13.65269831,66.17647107,78.17722088,81.15908477,72.2134931,
2003/12/15,13.4960708,14.05731939,13.44386163,13.79627353,1160787,32500000,0.035716523,0.44377795,0.44377795,0,0.17403057,0.100067578,63.49206336,12.79124698,14.05731939,79.38144312,78.57862829,80.29893261,75.13801965,
2003/12/16,13.74406436,13.78322124,13.39165245,13.6788029,555570,32500000,0.017094462,-0.11747063,0,-0.11747063,0.17403057,0.058735317,74.76635537,12.90871762,14.05731939,67.04545475,74.73423711,78.44403411,67.31464311,
2003/12/17,13.70490748,13.88763958,13.32639099,13.44386163,425382,32500000,0.013088677,-0.23494127,0,-0.23494127,0.130522928,0.097892195,57.14285746,12.90871762,14.05731939,46.5909094,65.35312788,74.0803987,47.89858622,
2003/12/18,13.39165245,13.46996621,13.20892035,13.27418182,326260,32500000,0.010038769,-0.16967981,0,-0.16967981,0.073962992,0.126172163,36.95652154,12.90871762,14.05731939,31.81818186,54.17481254,67.44520331,27.63403098,
2003/12/19,13.27418182,13.44386163,12.73903781,13.03924055,667552,32500000,0.020540062,-0.23494127,0,-0.23494127,0.073962992,0.134873692,35.4166665,12.73903781,14.05731939,22.77227753,43.70730087,59.53256916,12.05676427,
2003/12/22,13.18281577,14.34446983,13.1306066,14.34446983,3147883,32500000,0.096857938,1.30522928,1.30522928,0,0.291501205,0.126172163,69.79166667,12.73903781,14.34446983,100,62.47153391,60.51222408,66.39015357,
2003/12/23,14.77519549,15.24507804,14.42278359,14.5794111,3063913,32500000,0.094274246,0.23494127,0.23494127,0,0.256695092,0.126172163,67.04545461,12.73903781,15.24507804,73.43749984,66.12685589,62.38376802,73.61303163,
2003/12/24,14.50109735,14.86656154,14.2269992,14.65772486,1174657,32500000,0.036143292,0.07831376,0.07831376,0,0.269747385,0.106593725,71.67630052,12.73903781,15.24507804,76.56249996,69.60540391,64.79097998,79.23425177,
2003/12/25,14.68382944,15.66275141,14.68382944,15.27118262,1682286,32500000,0.051762646,0.61345776,0.61345776,0,0.371990345,0.067436847,84.65346525,12.73903781,15.66275141,86.60714271,75.27265018,68.28487005,89.24821044,
2003/12/26,15.14065969,15.46696702,15.11455511,15.40170555,719709,32500000,0.022144892,0.13052293,0.13052293,0,0.393744167,0.039156878,90.95477389,12.73903781,15.66275141,91.07142847,80.53890961,72.3695499,96.87762903,
2003/12/29,15.40170555,15.41475784,14.86656154,14.98403218,812833,32500000,0.025010246,-0.41767337,0,-0.41767337,0.393744167,0.069612228,84.97652583,12.73903781,15.66275141,76.78571424,79.28784449,74.6756481,88.51223726,
2003/12/30,14.87961384,15.25813033,14.82740467,15.14065969,385750,32500000,0.011869231,0.15662751,0.15662751,0,0.202310538,0.069612228,74.39999998,12.73903781,15.66275141,82.14285695,80.23951531,76.5302705,87.65800492,
2003/12/31,15.14065969,15.14065969,14.77519549,14.81435237,560073,32500000,0.017233015,-0.32630732,0,-0.32630732,0.16315366,0.123996782,56.8181818,12.73903781,15.66275141,70.98214271,77.15372444,76.73808848,77.98499636,
2004/1/2,14.7621432,15.33644409,14.7621432,15.15371199,616916,32500000,0.018982031,0.33935962,0.33935962,0,0.206661303,0.123996782,62.50000006,13.1306066,15.66275141,79.89690724,78.06811871,77.18143189,79.84149234,
2004/1/5,15.20592116,16.01516331,15.20592116,15.98905873,1334377,32500000,0.041057754,0.83534674,0.83534674,0,0.2436428,0.123996782,66.27218943,14.2269992,16.01516331,98.5401463,84.8921279,79.75166389,95.17305592,
2004/1/6,15.98905873,16.25010459,15.79327434,15.94990185,1052518,32500000,0.032385169,-0.03915688,0,-0.03915688,0.221888978,0.130522928,62.96296298,14.2269992,16.25010459,85.16129009,84.98184863,81.49505881,91.95542828,
2004/1/7,15.92379726,16.05432019,15.70190829,15.94990185,633500,32500000,0.019492308,0,0,0,0.221888978,0.0609107,78.46153844,14.68382944,16.25010459,80.83333315,83.59901014,82.19637592,86.40427858,
2004/1/8,15.96295414,16.57641191,15.72801287,16.26315688,1050016,32500000,0.032308185,0.31325503,0.31325503,0,0.247993565,0.0609107,80.28169019,14.7621432,16.57641191,82.7338129,83.31061106,82.56778763,84.79625791,
2004/1/9,16.28926146,16.74609171,16.11958166,16.19789541,1576538,32500000,0.048508862,-0.06526147,0,-0.06526147,0.247993565,0.017403058,93.44262255,14.7621432,16.74609171,72.36842099,79.66321437,81.59959654,75.79045002,
2004/1/12,16.18484312,16.4067321,15.93684956,16.39367981,465070,32500000,0.014309846,0.1957844,0.1957844,0,0.224064362,0.017403058,92.79279236,14.7621432,16.74609171,82.23684243,80.52109039,81.24009449,79.08308218,
2004/1/13,16.39367981,16.51115044,15.8585358,16.05432019,683961,32500000,0.021044954,-0.33935962,0,-0.33935962,0.084839905,0.073962995,53.42465723,14.7621432,16.74609171,65.13157894,75.39125324,79.29048074,67.59279824,
2004/1/14,15.89769268,16.01516331,15.36254867,15.38865326,794526,32500000,0.024446954,-0.66566693,0,-0.66566693,0.084839905,0.178381337,32.23140521,14.7621432,16.74609171,31.57894758,60.78715135,73.12270428,36.1160455,
2004/1/15,15.38865326,15.64969912,15.33644409,15.41475784,581386,32500000,0.0178888,0.02610458,0.02610458,0,0.089190668,0.178381337,33.33333333,15.20592116,16.74609171,13.55932173,45.04454148,63.76331668,7.606991076,
2004/1/16,15.59748994,15.94990185,15.40170555,15.78022204,492545,32500000,0.015155231,0.3654642,0.3654642,0,0.097892197,0.178381337,35.4330708,15.33644409,16.74609171,31.48148117,40.52352137,56.01671824,9.537127635,
2004/1/29,15.87158809,16.60251649,15.8585358,16.5894642,764365,32500000,0.023518923,0.80924216,0.80924216,0,0.23276589,0.167504425,58.15217399,15.33644409,16.74609171,88.88888913,56.64531062,56.22624904,57.4834338,
2004/1/30,16.65472566,16.69388254,15.96295414,15.96295414,542920,32500000,0.016705231,-0.62651006,0,-0.62651006,0.200135157,0.271922768,42.39631326,15.33644409,16.74609171,44.44444421,52.57835515,55.01028441,47.71449664,
2004/2/2,16.31536605,16.57641191,15.68885599,16.00211102,699655,32500000,0.021527846,0.03915688,0.03915688,0,0.206661303,0.215362832,48.96907219,15.33644409,16.74609171,47.2222221,50.79297747,53.60451543,45.16990155,
2004/2/3,16.00211102,16.19789541,15.72801287,16.15873854,550987,32500000,0.016953446,0.15662752,0.15662752,0,0.23276589,0.104418343,69.03225803,15.33644409,16.69388254,60.5769234,54.05429278,53.75444121,54.65399591,
2004/2/4,16.15873854,16.48504586,15.89769268,16.45894127,1278138,32500000,0.039327323,0.30020273,0.30020273,0,0.278448915,0.104418343,72.72727269,15.33644409,16.69388254,82.69230771,63.60029775,57.03639339,76.72810648,
2004/2/5,16.45894127,16.61556879,16.10652936,16.30231376,565179,32500000,0.017390123,-0.15662751,0,-0.15662751,0.217538215,0.130522928,62.50000012,15.33644409,16.69388254,71.15384642,66.11814731,60.0636447,78.22715253,
2004/2/6,16.38062751,16.69388254,16.11958166,16.62862108,1307826,32500000,0.0402408,0.32630732,0.32630732,0,0.137049075,0.130522928,51.21951224,15.33644409,16.69388254,95.19230798,75.8095342,65.31227453,96.80405354,
2004/2/9,16.64167337,17.43786323,16.64167337,17.38565406,1847016,32500000,0.056831262,0.75703298,0.75703298,0,0.263221238,0.026104585,90.9774438,15.40170555,17.43786323,97.4358975,83.01832197,71.21429034,106.6263852,
2004/2/10,17.38565406,17.45091553,17.12460821,17.25513113,930783,32500000,0.028639477,-0.13052293,0,-0.13052293,0.256695092,0.047858407,84.28571436,15.68885599,17.45091553,88.88888851,84.97517748,75.80125272,103.323027,
2004/2/11,17.35954948,17.75111826,17.11155591,17.56838616,1361113,32500000,0.0418804,0.31325503,0.31325503,0,0.282799677,0.047858407,85.52631583,15.68885599,17.75111826,91.1392405,87.02986515,79.54412353,102.0013484,
2004/2/12,17.49007241,17.62059533,17.29428801,17.37260177,563062,32500000,0.017324985,-0.19578439,0,-0.19578439,0.232765888,0.080489138,74.3055557,15.68885599,17.75111826,81.64556975,85.23510002,81.4411157,92.82306866,
2004/2/13,17.29428801,17.49007241,16.86356235,17.17681738,673644,32500000,0.020727508,-0.19578439,0,-0.19578439,0.232765888,0.087015285,72.78911573,15.72801287,17.75111826,71.61290347,80.69436783,81.19219974,79.69870402,
2004/2/16,17.24207884,17.73806597,17.09850362,17.67280451,800254,32500000,0.0246232,0.49598713,0.49598713,0,0.261045857,0.087015285,75.00000012,15.89769268,17.75111826,95.77464826,85.72112798,82.70184249,91.75969896,
2004/2/17,17.72501368,19.43486404,17.65975221,19.1477136,3547926,32500000,0.109166954,1.47490909,1.47490909,0,0.380691875,0.087015285,81.39534896,16.10652936,19.43486404,91.37254911,87.60493502,84.33620666,94.14239173,
2004/2/18,18.92582462,19.03024296,18.66477876,18.83445857,1128749,32500000,0.034730738,-0.31325503,0,-0.31325503,0.380691875,0.117470635,76.41921408,16.11958166,19.43486404,81.88976379,85.69987794,84.79076376,87.51810632,
2004/2/19,18.93887691,18.93887691,18.53425583,18.7691971,528881,32500000,0.016273262,-0.06526147,0,-0.06526147,0.328482703,0.128347547,71.90476185,16.64167337,19.43486404,76.16822413,82.52266001,84.03472917,79.49852167,
2004/2/20,18.87361545,20.06137409,18.87361545,19.25213194,1033102,32500000,0.031787754,0.48293484,0.48293484,0,0.408971843,0.095716815,81.03448266,16.86356235,20.06137409,74.6938777,79.9130659,82.66084142,74.41751488,
2004/2/23,19.26518423,19.5131778,18.36457603,18.44288978,667280,32500000,0.020531692,-0.80924216,0,-0.80924216,0.408971843,0.197959777,67.38351239,16.86356235,20.06137409,49.38775508,69.73796229,78.35321504,52.5074568,
2004/2/24,18.27320998,18.66477876,18.15573934,18.56036042,679053,32500000,0.020893938,0.11747064,0.11747064,0,0.345885762,0.197959777,63.59999987,16.86356235,20.06137409,53.06122461,64.17904973,73.62849327,45.28016265,
2004/2/25,18.92582462,18.92582462,17.75111826,17.8555366,699290,32500000,0.021516615,-0.70482382,0,-0.70482382,0.10006758,0.315430413,24.08376974,16.86356235,20.06137409,31.02040804,53.12616917,66.79438524,25.78973703,
2004/2/26,17.72501368,18.16879163,17.62059533,17.77722285,551367,32500000,0.016965138,-0.07831375,0,-0.07831375,0.10006758,0.276273533,26.58959557,17.09850362,20.06137409,22.9074891,43.05327581,58.8806821,11.39846324,
2004/2/27,17.77722285,19.55233467,17.77722285,19.55233467,1758678,32500000,0.054113169,1.77511182,1.77511182,0,0.39591955,0.265396622,59.86842103,17.62059533,20.06137409,79.14438505,55.08364556,57.61500325,50.02093017,
2004/3/1,19.60454385,19.99611263,19.43486404,19.59149155,1890287,32500000,0.058162677,0.03915688,0.03915688,0,0.321956557,0.265396622,54.81481476,17.62059533,20.06137409,80.74866318,63.63865143,59.62288598,71.67018234,
2004/3/2,20.76619791,20.76619791,18.93887691,19.26518423,1050143,32500000,0.032312092,-0.32630732,0,-0.32630732,0.321956557,0.184907482,63.51931333,17.62059533,20.76619791,52.28215765,59.85315351,59.69964182,60.16017688,
2004/3/3,19.18687047,20.03526951,19.05634755,19.46096862,788628,32500000,0.024265477,0.19578439,0.19578439,0,0.335008848,0.184907482,64.43514639,17.62059533,20.76619791,58.50622395,59.40417699,59.60115354,59.01022388,
2004/3/4,19.44791633,19.5001255,19.18687047,19.47402092,342313,32500000,0.010532708,0.0130523,0.0130523,0,0.337184232,0.067436845,83.33333361,17.62059533,20.76619791,58.92116194,59.24317197,59.48182635,58.76586321,
2004/3/5,19.48707321,19.6959099,19.08245213,19.12160901,426300,32500000,0.013116923,-0.35241191,0,-0.35241191,0.337184232,0.113119872,74.87922699,17.62059533,20.76619791,47.71784235,55.40139543,58.12168271,49.96082087,
2004/3/8,18.93887691,19.3173934,18.67783105,19.12160901,295490,32500000,0.009092,0,0,0,0.041332262,0.113119872,26.76056379,17.62059533,20.76619791,47.71784235,52.84021107,56.36119216,45.79824888,
2004/3/9,19.18687047,19.43486404,18.89972003,18.89972003,272378,32500000,0.008380862,-0.22188898,0,-0.22188898,0.034806115,0.150101368,18.82352968,17.62059533,20.76619791,40.6639004,48.78144084,53.83460839,38.67510575,
2004/3/10,18.89972003,19.56538697,18.89972003,19.5001255,327912,32500000,0.0100896,0.60040547,0.60040547,0,0.134873693,0.095716815,58.49056594,17.77722285,20.76619791,57.64192124,51.73493431,53.13471703,48.93536887,
2004/3/11,19.47402092,19.57843926,19.29128882,19.44791633,436868,32500000,0.013442092,-0.05220917,0,-0.05220917,0.102242962,0.104418343,49.47368433,18.67783105,20.76619791,36.87500002,46.78162288,51.01701898,38.31083068,
2004/3/12,19.47402092,20.19189702,19.30434111,19.85253741,966237,32500000,0.029730369,0.40462108,0.40462108,0,0.167504425,0.104418343,61.59999989,18.67783105,20.76619791,56.25000006,49.93774861,50.65726219,48.49872144,
2004/3/15,20.19189702,20.29631537,19.85253741,20.16579244,735188,32500000,0.022621169,0.31325503,0.31325503,0,0.219713597,0.045683025,82.78688526,18.67783105,20.29631537,91.93548381,63.93699367,55.08383935,81.64330232,
2004/3/16,20.32241995,20.32241995,19.74811907,19.95695575,569404,32500000,0.017520123,-0.20883669,0,-0.20883669,0.219713597,0.08048914,73.18840564,18.67783105,20.32241995,77.77777778,68.55058838,59.57275569,86.50625374,
2004/3/17,20.03526951,20.0483218,19.38265487,19.93085117,463008,32500000,0.0142464,-0.02610458,0,-0.02610458,0.219713597,0.047858407,82.1138213,18.67783105,20.32241995,76.19047654,71.09721776,63.41424305,86.46316719,
2004/3/18,19.878642,19.94390346,19.43486404,19.5131778,272100,32500000,0.008372308,-0.41767337,0,-0.41767337,0.119646018,0.117470635,50.45871585,18.67783105,20.32241995,50.79365123,64.32936225,63.71928278,65.54952119,
2004/3/19,19.56538697,19.98306034,19.46096862,19.95695575,331860,32500000,0.010211077,0.44377795,0.44377795,0,0.19360901,0.108769107,64.02877699,18.89972003,20.32241995,74.31192658,67.65688369,65.03181642,72.90701824,
2004/3/22,19.95695575,19.95695575,19.65675302,19.83948512,452473,32500000,0.013922246,-0.11747063,0,-0.11747063,0.126172163,0.128347545,49.57264966,18.89972003,20.32241995,66.05504624,67.12293788,65.72885691,69.91109982,
2004/3/23,19.6828576,19.76117136,19.44791633,19.57843926,394700,32500000,0.012144615,-0.26104586,0,-0.26104586,0.073962992,0.171855188,30.08849535,19.29128882,20.32241995,27.84810114,54.03132563,61.82967981,38.43461727,
2004/3/24,19.52623009,19.98306034,19.52623009,19.63064843,742983,32500000,0.022861015,0.05220917,0.05220917,0,0.08266452,0.137049073,37.62376226,19.30434111,20.32241995,32.051282,46.70464442,56.78800135,26.53793056,
2004/3/25,19.6828576,19.82643282,19.44791633,19.73506677,234900,32500000,0.007227692,0.10441834,0.10441834,0,0.100067577,0.13269831,42.99065387,19.38265487,20.32241995,37.49999947,43.63642944,52.40414405,26.10100022,
2004/3/26,19.64370072,19.98306034,19.60454385,19.83948512,415917,32500000,0.012797446,0.10441835,0.10441835,0,0.117470635,0.063086082,65.060241,19.38265487,20.32241995,48.61111141,45.29465676,50.03431495,35.81534038,
2004/3/29,19.64370072,20.49209976,19.64370072,20.08747868,853870,32500000,0.026272923,0.24799356,0.24799356,0,0.084839903,0.063086082,57.35294129,19.38265487,20.49209976,63.52941154,51.37290835,50.48051275,53.15769956,
2004/3/30,20.49209976,20.87061625,20.10053097,20.87061625,996844,32500000,0.030672123,0.78313757,0.78313757,0,0.215362832,0.043507643,83.19327713,19.43486404,20.87061625,100,67.5819389,56.18098814,90.38384044,
2004/3/31,20.88366854,21.17081899,20.62262269,21.05334835,755370,32500000,0.023242154,0.1827321,0.1827321,0,0.245818182,0,100,19.44791633,21.17081899,93.18181794,76.11523192,62.82573606,102.6942236,
2004/4/1,21.05334835,21.81038134,21.01419147,21.43186484,1285926,32500000,0.039566954,0.37851649,0.37851649,0,0.300202735,0,100,19.44791633,21.81038134,83.97790027,78.73612137,68.12919783,99.94996844,
2004/4/2,21.53628319,22.18889783,21.43186484,22.17584553,1342513,32500000,0.041308092,0.74398069,0.74398069,0,0.40679646,0,100,19.44791633,22.18889783,99.52380926,85.66535067,73.97458211,109.0468878,
2004/4/5,22.18889783,23.3374996,22.0583749,22.95898311,1620825,32500000,0.049871538,0.78313758,0.78313758,0,0.519916332,0,100,19.44791633,23.3374996,90.26845645,87.19971926,78.38296116,104.8332355,
2004/4/7,22.95898311,23.22002896,22.41078681,22.94593081,1041169,32500000,0.032035969,-0.0130523,0,-0.0130523,0.478584072,0.002175383,99.54751107,19.44791633,23.3374996,89.93288579,88.11077477,81.6255657,101.0811929,
2004/4/8,22.94593081,23.11561062,22.31942076,22.99813998,805136,32500000,0.024773415,0.05220917,0.05220917,0,0.356762672,0.002175383,99.39393906,19.60454385,23.3374996,90.90909074,89.04354676,84.09822605,98.93418818,
2004/4/9,22.94593081,24.14674175,22.38468222,22.52825744,1328509,32500000,0.0408772,-0.46988254,0,-0.46988254,0.326307322,0.08048914,80.21390361,19.64370072,24.14674175,64.05797106,80.71502153,82.97049121,76.20408216,
2004/4/12,22.51520515,23.27223813,22.38468222,23.16781979,889832,32500000,0.027379446,0.63956235,0.63956235,0,0.369814965,0.08048914,82.12560376,20.10053097,24.14674175,75.80645168,79.07883158,81.67327133,73.88995207,
2004/4/13,23.16781979,23.25918584,22.31942076,22.33247305,653965,32500000,0.020122,-0.83534674,0,-0.83534674,0.245818183,0.219713597,52.80373841,20.62262269,24.14674175,48.51851855,68.89206057,77.41286775,51.85044622,
2004/4/14,21.95395656,22.25415929,21.20997586,21.39270796,858773,32500000,0.026423785,-0.93976509,0,-0.93976509,0.115295253,0.376341112,23.45132735,21.01419147,24.14674175,12.08333326,49.95581814,68.26051788,13.34641866,
2004/4/15,21.27523733,21.8756428,21.09250523,21.17081899,295100,32500000,0.00908,-0.22188897,0,-0.22188897,0.115295253,0.411147223,21.90082648,21.09250523,24.14674175,2.564102665,34.15857965,56.89320513,-11.31067133,
2004/4/16,21.17081899,21.47102172,20.27021078,21.37965567,533203,32500000,0.016406246,0.20883668,0.20883668,0,0.141399838,0.411147223,25.59055113,20.27021078,24.14674175,28.61952861,32.3122293,48.69954652,-0.462405143,
2004/4/19,21.24913274,21.37965567,20.9619823,21.13166211,236940,32500000,0.007290462,-0.24799356,0,-0.24799356,0.141399838,0.374165727,27.4261603,20.27021078,24.14674175,22.22222231,28.94889364,42.11599556,2.614689789,
2004/4/20,21.10555752,21.27523733,20.50515205,20.87061625,237232,32500000,0.007299446,-0.26104586,0,-0.26104586,0.034806113,0.41767337,7.692307522,20.27021078,24.14674175,15.48821549,24.46200092,36.23133068,0.923341399,
2004/4/21,20.88366854,21.19692357,20.64872727,20.76619791,179815,32500000,0.005532769,-0.10441834,0,-0.10441834,0.034806113,0.29585197,10.52631558,20.27021078,24.14674175,12.79461286,20.57287157,31.01184431,-0.305073919,
2004/4/22,21.24913274,21.24913274,19.57843926,20.76619791,147786,32500000,0.004547262,0,0,0,0.034806113,0.139224455,19.99999981,19.57843926,23.27223813,32.15547711,24.43374008,28.8191429,15.66293444,
2004/4/23,20.57041352,20.75314562,20.43989059,20.62262269,188240,32500000,0.005792,-0.14357522,0,-0.14357522,0.034806113,0.126172163,21.62162129,19.57843926,23.25918584,28.36879441,25.74542486,27.79457022,21.64713413,
2004/4/26,20.30936766,20.93587772,20.30936766,20.81840708,184712,32500000,0.005683446,0.19578439,0.19578439,0,0.032630732,0.126172163,20.54794509,19.57843926,22.25415929,46.34146346,32.61077106,29.3999705,39.03237218,
2004/4/27,20.42683829,21.10555752,20.42683829,20.62262269,222835,32500000,0.006856462,-0.19578439,0,-0.19578439,0.032630732,0.117470635,21.73913029,19.57843926,21.8756428,45.45454557,36.89202923,31.89732341,46.88144087,
2004/4/28,20.49209976,20.68788415,20.36157683,20.42683829,193620,32500000,0.005957538,-0.1957844,0,-0.1957844,0.032630732,0.106593725,23.43749974,19.57843926,21.47102172,44.82758601,39.53721482,34.44395388,49.72373671,
2004/4/29,18.92582462,19.90474658,18.54730813,18.62562188,793300,32500000,0.024409231,-1.80121641,0,-1.80121641,0.032630732,0.389393403,7.731958663,18.54730813,21.37965567,2.764976716,27.27980212,32.05590329,17.72759977,
2004/4/30,18.62562188,19.16076589,18.27320998,18.35152373,386797,32500000,0.011901446,-0.27409815,0,-0.27409815,0.032630732,0.435076428,6.976744095,18.27320998,21.27523733,2.60869542,19.05609989,27.72263549,1.723028678,
2004/5/10,19.05634755,19.05634755,18.27320998,18.35152373,147987,32500000,0.004553446,0,0,0,0.032630732,0.411147225,7.352941077,18.27320998,21.24913274,2.631578717,13.5812595,23.00884349,-5.273908495,
2004/5/11,18.91277233,18.91277233,18.27320998,18.42983749,117620,32500000,0.003619077,0.07831376,0.07831376,0,0.013052293,0.411147225,3.076923186,18.27320998,21.24913274,5.263157771,10.80855892,18.94208197,-5.458487173,
2004/5/12,18.86056315,19.05634755,18.36457603,19.05634755,154232,32500000,0.0047456,0.62651006,0.62651006,0,0.117470637,0.378516493,23.68421065,18.27320998,21.10555752,27.64976963,16.42229583,18.10215325,13.06258097,
2004/5/13,19.1477136,19.17381818,18.4167852,18.73004023,93630,32500000,0.002880923,-0.32630732,0,-0.32630732,0.117470637,0.400270313,22.68907581,18.27320998,21.10555752,16.12903232,16.32454132,17.50961594,13.95439208,
2004/5/14,18.71698793,18.71698793,18.26015768,18.31236685,152385,32500000,0.004688769,-0.41767338,0,-0.41767338,0.117470637,0.169679808,40.90909094,18.26015768,21.10555752,1.834862337,11.49464833,15.50462674,3.474691505,
2004/5/17,18.86056315,19.05634755,17.81637973,18.16879163,223315,32500000,0.006871231,-0.14357522,0,-0.14357522,0.117470637,0.147925987,44.26229512,17.81637973,20.68788415,12.27272706,11.7540079,14.25442046,6.753182794,
2004/5/18,18.2340531,18.75614481,17.89469348,18.73004023,194102,32500000,0.005972369,0.5612486,0.5612486,0,0.21101207,0.147925987,58.78787888,17.81637973,19.90474658,43.75000015,22.41933865,16.97605986,33.30589624,
2004/5/19,18.73004023,18.73004023,18.4037329,18.46899437,187720,32500000,0.005776,-0.26104586,0,-0.26104586,0.197959777,0.19143363,50.83798885,17.81637973,19.17381818,48.07692312,30.97186681,21.64132884,49.63294274,
2004/5/20,18.37762832,18.57341271,17.62059533,18.09047788,228154,32500000,0.007020123,-0.37851649,0,-0.37851649,0.093541433,0.254519712,26.87500018,17.62059533,19.17381818,30.2521013,30.73194497,24.67153422,42.85276648,
2004/5/21,17.88164119,18.09047788,17.42481094,17.64669992,342479,32500000,0.010537815,-0.44377796,0,-0.44377796,0.093541433,0.274098152,25.44378711,17.42481094,19.17381818,12.68656727,24.71681907,24.68662917,24.77719887,
2004/5/24,17.60754304,17.88164119,17.33344489,17.42481094,198644,32500000,0.006112123,-0.22188898,0,-0.22188898,0.093541433,0.241467418,27.92207814,17.33344489,19.17381818,4.964539015,18.13272572,22.50199469,9.394187785,
2004/5/25,17.5031247,17.62059533,17.11155591,17.18986967,192036,32500000,0.0059088,-0.23494127,0,-0.23494127,0.093541433,0.256695093,26.70807475,17.11155591,19.17381818,3.797468496,13.35430664,19.45276534,1.157389256,
2004/5/26,17.18986967,17.49007241,17.09850362,17.22902655,74339,32500000,0.002287354,0.03915688,0.03915688,0,0.006526147,0.256695093,2.479338927,17.09850362,19.05634755,6.666666735,11.12509334,16.67687467,0.021530678,
2004/5/27,17.30734031,17.75111826,16.31536605,17.63364763,216376,32500000,0.006657723,0.40462108,0.40462108,0,0.073962993,0.21318745,25.75757588,16.31536605,19.05634755,48.09523815,23.44847494,18.93407476,32.4772753,
2004/5/28,17.60754304,17.8685889,17.5031247,17.64669992,140270,32500000,0.004316,0.01305229,0.01305229,0,0.076138375,0.150101368,33.65384608,16.31536605,18.75614481,54.54545458,33.81413482,23.89409478,53.6542149,
2004/5/31,17.82943202,17.97300724,17.51617699,17.79027514,158950,32500000,0.004890769,0.14357522,0.14357522,0,0.100067578,0.076138375,56.7901234,16.31536605,18.73004023,61.08108093,42.90311686,30.23043547,68.24847962,
2004/6/1,17.75111826,18.77441802,17.73023459,18.77441802,371119,32500000,0.011419046,0.98414288,0.98414288,0,0.264091392,0.039156878,87.08751798,16.31536605,18.77441802,100,61.93541124,40.79876073,104.2087123,
2004/6/2,18.81618536,19.17120772,18.60734867,18.9206037,595656,52000000,0.011454923,0.14618568,0.14618568,0,0.288455672,0,100,16.31536605,19.17120772,91.22486297,71.69856181,51.09869442,112.8982966,
2004/6/3,18.9206037,18.9206037,18.37762832,18.69088335,710268,52000000,0.013659,-0.22972035,0,-0.22972035,0.281929525,0.038286725,88.04347843,16.31536605,19.17120772,83.18098741,75.52603701,59.24114195,108.0958271,
2004/6/4,18.56558134,18.9206037,18.35674465,18.60734867,915592,52000000,0.017607538,-0.08353468,0,-0.08353468,0.214492678,0.052209172,80.42414341,16.31536605,19.17120772,80.2559415,77.10267184,65.19498525,100.918045,
2004/6/7,18.39851199,19.00413837,18.1270243,18.586465,346772,52000000,0.006668692,-0.02088367,0,-0.02088367,0.212317297,0.055689783,79.22077904,16.31536605,19.17120772,79.52468002,77.9100079,69.43332613,94.86337144,
2004/6/8,18.41939566,18.48204666,17.3960959,17.41697957,681932,52000000,0.013114077,-1.16948543,0,-1.16948543,0.188388093,0.250604022,42.9137761,16.31536605,19.17120772,38.57404042,64.79801874,67.88822367,58.61760888,
2004/6/9,17.08284087,17.70935093,16.51898182,16.68605117,452952,52000000,0.008710615,-0.7309284,0,-0.7309284,0.02436428,0.372425422,6.140350896,16.51898182,19.17120772,6.299212673,45.29841672,60.35828802,15.17867412,
2004/6/10,16.49809815,17.10372454,16.41456348,16.70693484,217610,52000000,0.004184808,0.02088367,0.02088367,0,0.003480612,0.372425422,0.925925992,16.41456348,19.17120772,10.60606065,33.73429803,51.48362469,-1.764355292,
2004/6/11,17.12460821,17.24991022,16.60251649,16.74870217,189544,52000000,0.003645077,0.04176733,0.04176733,0,0.010441833,0.334138697,3.030302766,16.41456348,19.17120772,12.12121191,26.52993599,43.16572846,-6.741648942,
2004/6/14,16.62340016,16.87400418,16.28926146,16.70693484,434040,52000000,0.008346923,-0.04176733,0,-0.04176733,0.010441833,0.327177472,3.092783256,16.28926146,19.17120772,14.49275393,22.51754197,36.28299963,-5.013373341,
2004/6/15,16.81135318,17.50051424,16.81135318,17.12460821,453637,52000000,0.008723788,0.41767337,0.41767337,0,0.080054062,0.32369686,19.82758611,16.28926146,19.00413837,30.76923108,25.26810501,32.61136809,10.58157885,
2004/6/16,17.12460821,17.41697957,16.93665519,17.10372454,449800,52000000,0.00865,-0.02088367,0,-0.02088367,0.080054062,0.132263233,37.70491785,16.28926146,19.00413837,30.00000026,26.84540342,30.68937987,19.15745054,
2004/6/17,17.02018986,17.24991022,16.08042478,16.08042478,543924,52000000,0.010460077,-1.02329976,0,-1.02329976,0.080054062,0.180991793,30.66666646,16.08042478,19.00413837,0,17.89693562,26.42523178,0.840343283,
