time,O,H,L,C,volume,outstanding_share,turnover,diff,up,down,avg_up,avg_down,rsi,lowest,highest,RSV,K,D,J,predict
2002/5/22,27.98,28.2,27.18,27.18,1470341,25000000,0.05881364,-0.77,0,-0.77,0.075,0.201666667,27.10843373,27.18,28.2,0,0,0,0,
2002/5/23,27.3,27.5,26.18,26.27,2045774,25000000,0.08183096,-0.91,0,-0.91,0.075,0.353333333,17.50972763,26.18,28.2,4.455445545,2.673267327,1.603960396,4.811881188,
2002/5/24,26.27,26.46,25.7,25.74,1066701,25000000,0.04266804,-0.53,0,-0.53,0.075,0.405,15.625,25.7,28.2,1.6,2.16487754,1.869657991,2.75531664,
2002/5/27,26,26.3,25.78,26.29,543188,25000000,0.02172752,0.55,0.55,0,0.166666667,0.368333333,31.15264798,25.7,28.2,23.6,11.06869764,5.690797537,21.82449784,
2002/5/28,26.2,26.64,26.09,26.15,434745,25000000,0.0173898,-0.14,0,-0.14,0.153333333,0.391666667,28.13455657,25.7,28.2,18,13.72952935,8.776756195,23.63507566,
2002/5/29,26.1,26.1,25.11,25.16,781324,25000000,0.03125296,-0.99,0,-0.99,0.091666667,0.556666667,14.13881748,25.11,28.2,1.618122977,9.303857548,8.969366163,9.972840318,
2002/5/30,25.3,25.59,25.1,25.47,799714,25000000,0.03198856,0.31,0.31,0,0.143333333,0.428333333,25.0728863,25.1,28.2,11.93548387,10.23559897,9.417682684,11.87143154,
2002/5/31,25.33,25.68,25,25.05,420201,25000000,0.01680804,-0.42,0,-0.42,0.143333333,0.346666667,29.25170068,25,28.2,1.5625,7.227182246,8.65786913,4.365808478,
2002/6/3,25.01,25.01,24.28,24.35,759700,25000000,0.030388,-0.7,0,-0.7,0.143333333,0.375,27.65273312,24.28,28.2,1.785714286,5.364917821,7.530903738,1.032945988,
2002/6/4,24.44,24.6,24.07,24.39,452711,25000000,0.01810844,0.04,0.04,0,0.058333333,0.375,13.46153846,24.07,27.5,9.329446064,6.70974866,7.252354916,5.624536148,
2002/6/5,24.38,24.38,24.03,24.11,365530,25000000,0.0146212,-0.28,0,-0.28,0.058333333,0.398333333,12.77372263,24.03,26.64,3.0651341,5.48066771,6.654885154,3.132232823,
2002/6/6,24.18,25.45,24.02,25.06,809251,25000000,0.03237004,0.95,0.95,0,0.216666667,0.233333333,48.14814815,24.02,26.64,39.69465649,16.97391306,10.12127781,30.67918356,
2002/6/7,25.01,25.4,24.7,25,749046,25000000,0.02996184,-0.06,0,-0.06,0.165,0.243333333,40.40816327,24.02,26.64,37.40458015,23.81930865,14.71087048,42.03618499,
2002/6/10,25,25,24.5,24.57,233790,25000000,0.0093516,-0.43,0,-0.43,0.165,0.245,40.24390244,24.02,26.1,26.44230769,24.69664698,18.05090389,37.98813315,
2002/6/11,24.51,24.85,24.51,24.63,139409,25000000,0.00557636,0.06,0.06,0,0.175,0.128333333,57.69230769,24.02,25.68,36.74698795,28.72262125,21.61628512,42.93529351,
2002/6/12,24.62,24.87,24.19,24.64,201675,25000000,0.008067,0.01,0.01,0,0.17,0.128333333,56.98324022,24.02,25.68,37.34939759,31.60259795,24.95013164,44.90753057,
2002/6/13,24.66,24.72,24.25,24.26,234890,25000000,0.0093956,-0.38,0,-0.38,0.17,0.145,53.96825397,24.02,25.45,16.78321678,26.65778545,25.5199279,28.93350054,
2002/6/14,24.05,24.25,23.6,23.61,411523,25000000,0.01646092,-0.65,0,-0.65,0.011666667,0.253333333,4.402515723,23.6,25.45,0.540540541,17.9461425,22.99362337,7.851180772,
2002/6/17,23.5,23.6,23.18,23.53,308933,25000000,0.01235732,-0.08,0,-0.08,0.011666667,0.256666667,4.347826087,23.18,25.45,15.4185022,17.1032155,21.02926797,9.251110551,
2002/6/19,23.98,23.98,23.7,23.77,482334,25000000,0.01929336,0.24,0.24,0,0.051666667,0.185,21.83098592,23.18,25.45,25.99118943,20.0667647,20.70833703,18.78362003,
2002/6/20,23.74,24.1,23.61,24,297370,25000000,0.0118948,0.23,0.23,0,0.08,0.185,30.18867925,23.18,25.4,36.93693694,25.69128308,22.36965212,32.334545,
2002/6/21,23.96,24.7,23.81,24.64,638848,25000000,0.02555392,0.64,0.64,0,0.185,0.185,50,23.18,25,80.21978022,43.86987849,29.53735226,72.53493096,
2002/6/24,27.1,27.1,26.35,27.1,3853152,25000000,0.15412608,2.46,2.46,0,0.595,0.121666667,83.02325581,23.18,27.1,100,62.5815863,40.55307849,106.6386019,
2002/6/25,27.08,27.08,25.9,26.33,1670038,25000000,0.06680152,-0.77,0,-0.77,0.595,0.141666667,80.76923077,23.18,27.1,80.35714286,68.50712381,49.87164715,105.7780771,
2002/6/26,26.08,26.78,25.65,26.38,1051968,25000000,0.04207872,0.05,0.05,0,0.603333333,0.128333333,82.46013667,23.18,27.1,81.63265306,72.8824735,57.54222637,103.5629678,
2002/6/27,26.29,26.42,25.82,25.99,479594,25000000,0.01918376,-0.39,0,-0.39,0.563333333,0.193333333,74.44933921,23.18,27.1,71.68367347,72.48286294,62.52257005,92.40344872,
2002/6/28,25.95,26.39,25.5,25.68,599481,25000000,0.02397924,-0.31,0,-0.31,0.525,0.245,68.18181818,23.18,27.1,63.7755102,69.58036094,64.87520842,78.99066598,
2002/7/1,25.8,26.28,25.21,25.61,327328,25000000,0.01309312,-0.07,0,-0.07,0.418333333,0.256666667,61.97530864,23.61,27.1,57.30659026,65.48905604,65.0798267,66.30751473,
2002/7/2,25.61,25.87,25.31,25.79,153416,25000000,0.00613664,0.18,0.18,0,0.038333333,0.256666667,12.99435028,23.61,27.1,62.46418338,64.48075727,64.88013532,63.68200115,
2002/7/3,25.76,25.99,25.48,25.58,224950,25000000,0.008998,-0.21,0,-0.21,0.038333333,0.163333333,19.00826446,23.81,27.1,53.7993921,60.92028364,63.56017788,55.64049517,
2002/7/4,25.58,25.7,25.3,25.51,346087,25000000,0.01384348,-0.07,0,-0.07,0.03,0.175,14.63414634,25.21,27.1,15.87301587,45.90447551,57.6749233,22.36357995,
2002/7/5,25.57,26.5,25.33,25.97,456080,25000000,0.0182432,0.46,0.46,0,0.106666667,0.11,49.23076923,25.21,27.08,40.64171123,44.15021669,53.16667731,26.11729544,
2002/7/8,25.96,26.17,25.83,25.94,182241,25000000,0.00728964,-0.03,0,-0.03,0.106666667,0.063333333,62.74509804,25.21,26.78,46.49681529,44.93241743,50.42191977,33.95341273,
2002/7/9,26.01,26.18,25.8,25.81,142056,25000000,0.00568224,-0.13,0,-0.13,0.106666667,0.073333333,59.25925926,25.21,26.5,46.51162791,45.45882146,48.76755197,38.84136046,
2002/7/10,25.8,26.05,25.4,25.5,186600,25000000,0.007464,-0.31,0,-0.31,0.076666667,0.125,38.01652893,25.21,26.5,22.48062016,37.79941577,45.11150406,23.17523919,
2002/7/11,25.35,25.76,25.35,25.45,144220,25000000,0.0057688,-0.05,0,-0.05,0.076666667,0.098333333,43.80952381,25.21,26.5,18.60465116,31.40115797,40.5413866,13.12070071,
2002/7/12,25.78,25.78,25.47,25.55,109560,25000000,0.0043824,0.1,0.1,0,0.093333333,0.086666667,51.85185185,25.3,26.5,20.83333333,27.87854868,36.32043934,10.99476737,
2002/7/15,25.65,25.65,25.3,25.33,182790,25000000,0.0073116,-0.22,0,-0.22,0.016666667,0.123333333,11.9047619,25.3,26.5,2.5,19.41903073,30.68663532,-3.116178449,
2002/7/16,25.3,25.48,25.1,25.16,174930,25000000,0.0069972,-0.17,0,-0.17,0.016666667,0.146666667,10.20408163,25.1,26.5,4.285714286,14.37459123,25.24928656,-7.374799414,
2002/7/17,25.23,25.23,24.68,24.96,290825,25000000,0.011633,-0.2,0,-0.2,0.016666667,0.158333333,9.523809524,24.68,26.5,15.38461538,14.71126598,21.73661271,0.660572515,
2002/7/18,25.10056315,25.10056315,24.7993564,24.96,121276,25000000,0.00485104,0,0,0,0.016666667,0.106666667,13.51351351,24.68,26.18,18.66666667,16.02973296,19.83431935,8.420560174,
2002/7/19,24.94995977,25.10056315,24.7993564,24.99012068,91330,25000000,0.0036532,0.03012068,0.03012068,0,0.02168678,0.098333333,18.06928805,24.68,26.18,20.674712,17.57805937,19.08223266,14.56971279,
2002/7/22,24.98008045,24.98008045,24.36762671,24.43790829,188900,25000000,0.007556,-0.55221239,0,-0.55221239,0.005020113,0.190368732,2.569293725,24.36762671,26.05,4.177525904,13.11121476,17.0918933,5.14985767,
2002/7/23,24.39774739,24.57847144,24.29734513,24.47806919,109801,25000000,0.00439204,0.0401609,0.0401609,0,0.011713597,0.153702065,7.081310529,24.29734513,25.78,12.18921973,12.80388308,15.66255654,7.086536163,
2002/7/24,24.47806919,24.78931617,24.39774739,24.62867257,108850,25000000,0.004354,0.15060338,0.15060338,0,0.03681416,0.125368732,22.69916366,24.29734513,25.78,22.34690262,15.98488963,15.7700009,16.41466709,
2002/7/25,24.97004023,24.97004023,24.50818986,24.7993564,91599,25000000,0.00366396,0.17068383,0.17068383,0,0.065261465,0.092035398,41.48936197,24.29734513,25.65,37.11303461,23.02760468,18.18920218,32.70440967,
2002/7/26,24.86963797,25.78329847,24.86963797,25.17084473,316783,25000000,0.01267132,0.37148833,0.37148833,0,0.127176187,0.092035398,58.01526715,24.29734513,25.78329847,58.78378388,34.94633114,23.77491186,57.2891697,
2002/7/29,25.07044248,25.29132743,24.89975865,25.20096541,129182,25000000,0.00516728,0.03012068,0.03012068,0,0.127176187,0.092035398,58.01526715,24.29734513,25.78329847,60.81081119,43.56782452,30.37254944,69.95837469,
2002/7/30,25.17084473,25.25116653,25.0001609,25.10056315,115158,25000000,0.00460632,-0.10040226,0,-0.10040226,0.127176187,0.01673371,88.37209227,24.29734513,25.78329847,54.05405394,47.06323434,35.93611109,69.31748084,
2002/7/31,25.29132743,25.30136766,24.89975865,24.89975865,335773,25000000,0.01343092,-0.2008045,0,-0.2008045,0.120482703,0.050201127,70.58823518,24.29734513,25.78329847,40.5405408,44.88900315,38.92040845,56.82619257,
2002/8/1,24.89975865,24.98008045,24.82947707,24.94995977,67367,25000000,0.00269468,0.05020112,0.05020112,0,0.103748993,0.050201127,67.39130397,24.29734513,25.78329847,43.91891875,44.56564168,40.80215286,52.09261933,
2002/8/2,24.89975865,25.33148833,24.89975865,25.25116653,129596,25000000,0.00518384,0.30120676,0.30120676,0,0.125502815,0.050201127,71.42857116,24.29734513,25.78329847,64.18918914,51.10682418,44.2370433,64.84638592,
2002/8/5,25.28128721,25.28128721,25.10056315,25.16080451,81341,25000000,0.00325364,-0.09036202,0,-0.09036202,0.063588093,0.065261463,49.35064969,24.39774739,25.78329847,55.07246402,52.42870412,46.96759691,63.35091855,
2002/8/6,25.10056315,25.22104586,24.90979887,25.11060338,98827,25000000,0.00395308,-0.05020113,0,-0.05020113,0.05856798,0.073628318,44.30379726,24.50818986,25.78329847,47.24409476,50.700501,48.21189827,55.67770646,
2002/8/7,25.10056315,25.15076428,25.10056315,25.1206436,74410,25000000,0.0029764,0.01004022,0.01004022,0,0.06024135,0.056894608,51.42857143,24.82947707,25.78329847,30.52631551,43.9757725,46.79985635,38.32760481,
2002/8/8,25.20096541,25.20096541,25.03028158,25.0403218,86800,25000000,0.003472,-0.0803218,0,-0.0803218,0.06024135,0.036814158,62.06896552,24.82947707,25.33148833,42.00000016,43.31718172,45.63896481,38.67361555,
2002/8/9,25.02024135,25.03028158,24.10658085,24.31742558,288790,25000000,0.0115516,-0.72289622,0,-0.72289622,0.051874497,0.157296862,24.7999999,24.10658085,25.33148833,17.21311474,34.61582606,41.96458523,19.91830773,
2002/8/12,24.27726468,24.29734513,24.01621883,24.0865004,138120,25000000,0.0055248,-0.23092518,0,-0.23092518,0.00167337,0.195784392,0.847457191,24.01621883,25.33148833,5.343510969,24.8583877,36.26251938,2.050124325,
2002/8/13,24.09654063,24.19694288,24.01621883,24.02625905,67624,25000000,0.00270496,-0.06024135,0,-0.06024135,0.00167337,0.19076428,0.869564766,24.01621883,25.33148833,0.763358384,16.82671126,29.78391667,-9.087699572,
2002/8/14,24.09654063,24.19694288,23.98609815,24.1266613,130726,25000000,0.00522904,0.10040225,0.10040225,0,0.018407078,0.182397425,9.1666661,23.98609815,25.33148833,10.44776096,14.70039449,24.75607595,-5.410968415,
2002/8/15,24.29734513,24.29734513,23.97605792,24.01621883,287705,25000000,0.0115082,-0.11044247,0,-0.11044247,0.016733708,0.200804503,7.692307574,23.97605792,25.28128721,3.076923749,10.82590424,20.11268538,-7.747658025,
2002/8/16,24.01621883,24.19694288,23.89573612,23.9660177,110959,25000000,0.00443836,-0.05020113,0,-0.05020113,0.016733708,0.195784392,7.874015594,23.89573612,25.22104586,5.30303052,8.984946337,16.40343903,-5.852039054,
2002/8/19,23.80537409,23.845535,23.39372486,23.41380531,326131,25000000,0.01304524,-0.55221239,0,-0.55221239,0.016733708,0.167337087,9.090908926,23.39372486,25.20096541,1.11111108,6.360334584,13.05573755,-7.030471345,
2002/8/20,23.37364441,23.78529364,23.37364441,23.69493162,162291,25000000,0.00649164,0.28112631,0.28112631,0,0.063588093,0.128849557,33.04347841,23.37364441,25.20096541,17.58241765,10.10102894,12.07083468,6.161417459,
2002/8/21,23.69493162,24.35758648,23.69493162,24.19694288,275968,25000000,0.01103872,0.50201126,0.50201126,0,0.147256637,0.118809332,55.34591199,23.37364441,25.03028158,49.69696955,23.29967581,15.81378172,38.27146399,
2002/8/22,24.14674175,24.98008045,24.14674175,24.61863234,718374,25000000,0.02873496,0.42168946,0.42168946,0,0.200804505,0.118809332,62.82722522,23.37364441,24.98008045,77.49999994,41.36645052,24.33133799,75.43667558,
2002/8/23,24.59855189,24.59855189,24.32746581,24.39774739,115260,25000000,0.0046104,-0.22088495,0,-0.22088495,0.200804505,0.137216412,59.40594061,23.37364441,24.98008045,63.75000028,48.82763377,32.49676992,81.48936149,
2002/8/26,24.57847144,24.67887369,24.34754626,24.58851167,153274,25000000,0.00613096,0.19076428,0.19076428,0,0.232598552,0.128849557,64.35185198,23.37364441,24.98008045,75.6250003,57.76008928,40.91787637,91.4445151,
2002/8/27,24.59855189,25.28128721,24.58851167,24.92987932,358597,25000000,0.01434388,0.34136765,0.34136765,0,0.28949316,0.036814158,88.71794892,23.37364441,25.28128721,81.57894706,65.69970854,49.1784871,98.74215144,
2002/8/28,24.84955752,25.0804827,24.7993564,24.80939662,149228,25000000,0.00596912,-0.1204827,0,-0.1204827,0.242638775,0.056894608,81.00558686,23.37364441,25.28128721,75.26315776,68.88752495,55.74816638,95.16624208,
2002/8/29,24.81943685,24.89975865,24.19694288,24.36762671,169800,25000000,0.006792,-0.44176991,0,-0.44176991,0.158970232,0.130522927,54.91329487,23.37364441,25.28128721,52.1052631,63.29343767,58.26325681,73.35379938,
2002/8/30,24.36762671,24.49814964,24.09654063,24.17686243,150843,25000000,0.00603372,-0.19076428,0,-0.19076428,0.088688655,0.162316973,35.3333332,23.37364441,25.28128721,42.1052631,56.23071281,57.58574214,53.52065415,
2002/9/2,24.24714401,24.44794851,24.06641995,24.26722446,39631,25000000,0.00158524,0.09036203,0.09036203,0,0.103748993,0.125502815,45.25547436,23.69493162,25.28128721,36.0759494,49.51245834,54.89464754,38.74807994,
2002/9/3,24.24714401,24.88971842,24.24714401,24.47806919,116400,25000000,0.004656,0.21084473,0.21084473,0,0.107095735,0.125502815,46.04316536,24.06641995,25.28128721,33.88429778,44.30307149,51.36412219,30.18097008,
2002/9/4,24.49814964,24.69895414,24.25718423,24.34754626,85600,25000000,0.003424,-0.13052293,0,-0.13052293,0.050201127,0.147256637,25.42372901,24.06641995,25.28128721,23.14049602,37.24887967,46.65904135,18.4285563,
2002/9/5,24.29734513,24.42786806,23.89573612,23.9258568,182771,25000000,0.00731084,-0.42168946,0,-0.42168946,0.050201127,0.197457763,20.2702704,23.89573612,25.28128721,2.173913342,25.55722422,39.62510231,-2.578531941,
2002/9/6,23.99613837,23.99613837,23.74513274,23.83549477,125717,25000000,0.00502868,-0.09036203,0,-0.09036203,0.050201127,0.138889783,26.54867263,23.74513274,25.28128721,5.882353094,18.99893385,32.74971282,-8.502624098,
2002/9/9,23.69493162,24.03629928,23.61460981,23.89573612,127647,25000000,0.00510588,0.06024135,0.06024135,0,0.060241352,0.107095737,35.99999992,23.61460981,25.0804827,19.17808235,19.05865002,28.18602522,0.803899608,
2002/9/10,23.94593725,24.01621883,23.79533387,23.95597747,68409,25000000,0.00273636,0.06024135,0.06024135,0,0.055221238,0.107095737,34.0206182,23.61460981,24.89975865,26.56249995,21.55993333,25.97732792,12.72514414,
2002/9/11,23.91581657,23.91581657,23.69493162,23.81541432,127219,25000000,0.00508876,-0.14056315,0,-0.14056315,0.02008045,0.130522928,13.33333304,23.61460981,24.88971842,15.74803185,19.62263283,23.85909623,11.14970605,
2002/9/12,23.81541432,24.23710378,23.81541432,24.09654063,69517,25000000,0.00278068,0.28112631,0.28112631,0,0.066934835,0.108769107,38.09523814,23.61460981,24.88971842,37.79527612,25.6801806,24.46612435,28.10829309,
2002/9/13,24.09654063,24.41782784,23.9660177,24.28730491,135550,25000000,0.005422,0.19076428,0.19076428,0,0.098728882,0.03848753,71.95121959,23.61460981,24.88971842,52.75590602,34.70542241,27.8792237,48.35781981,
2002/9/16,23.90577635,24.27726468,23.8856959,23.99613837,97253,25000000,0.00389012,-0.29116654,0,-0.29116654,0.098728882,0.071954948,57.84313703,23.61460981,24.69895414,35.18518513,34.86534332,30.20793024,44.18016947,
2002/9/17,24.10658085,24.17686243,23.85557522,23.98609815,133730,25000000,0.0053492,-0.01004022,0,-0.01004022,0.088688657,0.073628318,54.6391754,23.61460981,24.42786806,45.67901279,38.46989981,32.96192009,49.48585923,
2002/9/18,24.09654063,24.29734513,23.845535,23.90577635,71994,25000000,0.00287976,-0.0803218,0,-0.0803218,0.078648432,0.087015285,47.47474779,23.61460981,24.41782784,36.25000051,37.72993337,34.55125785,44.08728441,
2002/9/19,23.86561545,24.25718423,23.86561545,24.14674175,90356,25000000,0.00361424,0.2409654,0.2409654,0,0.118809332,0.063588093,65.13761456,23.61460981,24.41782784,66.24999939,47.23662205,38.77971259,64.15044097,
2002/9/20,24.09654063,24.59855189,23.95597747,24.20698311,203034,25000000,0.00812136,0.06024136,0.06024136,0,0.081995173,0.063588093,56.32183919,23.69493162,24.59855189,56.66666707,50.37997039,42.64646519,65.84698079,
2002/9/23,24.25718423,24.42786806,24.19694288,24.31742558,89090,25000000,0.0035636,0.11044247,0.11044247,0,0.068608205,0.063588093,51.89873383,23.69493162,24.59855189,68.88888847,56.54960975,47.28084671,75.08713583,
2002/9/24,24.28730491,24.39774739,24.20698311,24.27726468,109250,25000000,0.00437,-0.0401609,0,-0.0401609,0.068608205,0.02175382,75.92592685,23.81541432,24.59855189,58.97435875,57.35785941,50.63985094,70.79387636,
2002/9/25,24.89975865,24.89975865,24.29734513,24.39774739,133104,25000000,0.00532416,0.12048271,0.12048271,0,0.088688657,0.02008045,81.53846196,23.845535,24.89975865,52.38095256,55.69889046,52.32619745,62.44427649,
2002/9/26,24.29734513,24.33750603,23.90577635,23.97605792,132199,25000000,0.00528796,-0.42168947,0,-0.42168947,0.088688657,0.076975062,53.53535316,23.845535,24.89975865,12.38095161,41.25957751,48.63732414,26.50408426,
2002/9/27,23.97605792,24.0865004,23.845535,23.85557522,73200,25000000,0.002928,-0.1204827,0,-0.1204827,0.048527757,0.097055512,33.33333371,23.845535,24.89975865,0.952380456,27.82384516,41.69949781,0.072539858,
2002/10/8,23.845535,23.845535,23.51420756,23.54432824,126243,25000000,0.00504972,-0.31124698,0,-0.31124698,0.03848753,0.148930008,20.53571418,23.51420756,24.89975865,2.173913342,19.27386789,34.22428784,-10.62697201,
2002/10/9,23.51420756,23.51420756,23.28328238,23.31340306,168300,25000000,0.006732,-0.23092518,0,-0.23092518,0.020080452,0.187417538,9.677419847,23.28328238,24.89975865,1.863354295,13.47036336,27.30631301,-14.20153595,
2002/10/10,23.28328238,23.44392599,23.0523572,23.0523572,188000,25000000,0.00752,-0.26104586,0,-0.26104586,0.020080452,0.224231698,8.219178484,23.0523572,24.89975865,0,8.980242238,21.19762275,-15.45451879,
2002/10/11,23.04231698,23.0523572,22.60054706,22.70094932,241600,25000000,0.009664,-0.35140788,0,-0.35140788,0,0.282799678,0,22.60054706,24.89975865,4.366812539,7.442432338,16.61255928,-10.89782155,
2002/10/14,22.69090909,24.70899437,22.38970233,22.96199517,219185,25000000,0.0087674,0.26104585,0.26104585,0,0.043507642,0.2125181,16.99346378,22.38970233,24.89975865,22.79999996,12.56162155,15.2622467,7.160371232,
2002/10/15,22.99211585,22.99211585,22.38970233,22.55034594,87221,25000000,0.00348884,-0.41164923,0,-0.41164923,0.043507642,0.261045855,14.28571405,22.38970233,24.89975865,6.40000022,10.50774777,13.67741373,4.168415861,
2002/10/16,22.68086887,22.99211585,22.50014481,22.75115044,68050,25000000,0.002722,0.2008045,0.2008045,0,0.076975058,0.209171358,26.9005844,22.38970233,24.70899437,15.58441558,12.19997037,13.18493261,10.2300459,
2002/10/17,23.03227675,23.03227675,22.30938053,22.31942076,56087,25000000,0.00224348,-0.43172968,0,-0.43172968,0.076975058,0.242638775,24.08376932,22.30938053,24.70899437,0.418410239,8.272783662,11.54754963,1.723251734,
2002/10/18,22.38970233,22.49010459,22.1386967,22.30938053,50716,25000000,0.00202864,-0.01004023,0,-0.01004023,0.076975058,0.200804503,27.71084304,22.1386967,24.70899437,6.640625014,7.728730779,10.27461001,2.636972317,
2002/10/21,22.26921963,22.30938053,21.88769107,22.14873693,133251,25000000,0.00533004,-0.1606436,0,-0.1606436,0.076975058,0.169010457,31.29251669,21.88769107,24.70899437,9.252669148,8.236710235,9.595310085,5.519510535,
2002/10/22,22.15877715,22.49010459,22.08849558,22.43990346,140412,25000000,0.00561648,0.29116653,0.29116653,0,0.081995172,0.169010457,32.66666656,21.88769107,24.70899437,19.57295375,12.01545807,10.40202608,15.24232206,
2002/10/23,22.47002414,22.59050684,22.018214,22.27925986,173037,25000000,0.00692148,-0.1606436,0,-0.1606436,0.081995172,0.127176185,39.19999993,21.88769107,24.70899437,13.87900372,12.63663996,11.14689737,15.61612512,
2002/10/24,22.19893805,22.33950121,22.02825422,22.0583749,51050,25000000,0.002042,-0.22088496,0,-0.22088496,0.048527755,0.163990345,22.83464561,21.88769107,24.70899437,6.04982208,10.441034,10.91160958,9.49988283,
2002/10/25,22.0985358,22.10857603,21.49612228,21.57644409,202959,25000000,0.00811836,-0.48193081,0,-0.48193081,0.048527755,0.1723572,21.96969685,21.49612228,23.03227675,5.228758668,8.703608887,10.17560935,5.759607963,
2002/10/28,21.56640386,21.56640386,20.76318584,20.76318584,326500,25000000,0.01306,-0.81325825,0,-0.81325825,0.048527755,0.30622687,13.6792452,20.76318584,23.03227675,0,5.802405925,8.717874875,-0.028531975,
2002/10/29,20.76318584,21.03427192,20.24109413,20.81338697,372324,25000000,0.01489296,0.05020113,0.05020113,0,0.05689461,0.279452937,16.91542292,20.24109413,23.03227675,20.50359715,10.702803,9.379517583,13.34937383,
2002/10/30,20.83346742,20.83346742,20.38165728,20.44189863,91150,25000000,0.003646,-0.37148834,0,-0.37148834,0.008366855,0.34136766,2.392344662,20.24109413,22.59050684,8.547008329,9.984204775,9.58107998,10.79045437,
2002/10/31,20.56238134,20.68286404,20.33145615,20.37161706,69420,25000000,0.0027768,-0.07028157,0,-0.07028157,0.008366855,0.326307322,2.500000174,20.24109413,22.59050684,5.555555626,8.507988392,9.223382784,7.077199608,
2002/11/1,20.38165728,20.58246179,20.30133548,20.53226066,156862,25000000,0.00627448,0.1606436,0.1606436,0,0.035140788,0.289493162,10.82474225,20.24109413,22.59050684,12.39316229,9.803046358,9.416603976,10.57593112,
2002/11/4,20.67282381,20.78326629,20.49209976,20.78326629,110680,25000000,0.0044272,0.25100563,0.25100563,0,0.07697506,0.20917136,26.90058467,20.24109413,22.59050684,23.07692291,14.22767188,11.02029328,20.64242908,
2002/11/5,20.86358809,21.58648431,20.78326629,21.25515688,434847,25000000,0.01739388,0.47189059,0.47189059,0,0.155623492,0.073628318,67.88321177,20.24109413,22.33950121,48.32535878,25.59356751,15.87805135,45.02459982,
2002/11/6,21.38567981,21.38567981,21.09451327,21.15475463,115841,25000000,0.00463364,-0.10040225,0,-0.10040225,0.147256637,0.090362027,61.97183108,20.24109413,22.10857603,48.92473121,33.37062208,21.70890826,56.69404971,
2002/11/7,21.41580048,21.41580048,20.89370877,20.9439099,116656,25000000,0.00466624,-0.21084473,0,-0.21084473,0.147256637,0.063588092,69.84127032,20.24109413,21.58648431,52.23880629,39.66001682,27.69261111,63.59482822,
2002/11/8,20.9840708,21.56640386,20.08045052,20.1105712,275373,25000000,0.01101492,-0.8333387,0,-0.8333387,0.147256637,0.19076428,43.56435635,20.08045052,21.58648431,2.000000279,27.10667797,27.49730007,26.32543378,
2002/11/11,20.18085278,20.26117458,19.76920354,19.77924377,199950,25000000,0.007998,-0.33132743,0,-0.33132743,0.120482703,0.245985518,32.87671242,19.76920354,21.58648431,0.552486449,18.2552808,24.41662698,5.932588438,
2002/11/12,19.92984714,19.98004827,19.1567498,19.2772325,238233,25000000,0.00952932,-0.50201127,0,-0.50201127,0.078648432,0.329654063,19.26229514,19.1567498,21.58648431,4.958677564,13.82307972,20.88544456,-0.301649957,
2002/11/13,19.18687047,19.3575543,18.95594529,19.2772325,356346,25000000,0.01425384,0,0,0,0,0.329654063,0,18.95594529,21.58648431,12.21374051,13.28663332,18.35250748,3.154884997,
2002/11/14,19.1567498,20.08045052,19.05634755,19.22703138,322347,25000000,0.01289388,-0.05020112,0,-0.05020112,0,0.321287208,0,18.95594529,21.58648431,10.30534381,12.29287015,16.33262837,4.213353708,
2002/11/15,19.06638777,19.81940467,18.98606597,19.40775543,194310,25000000,0.0077724,0.18072405,0.18072405,0,0.030120675,0.28614642,9.523809298,18.95594529,21.58648431,17.17557263,13.92043764,15.52856479,10.70418334,
2002/11/18,19.56839903,19.57843926,19.09650845,19.3575543,108016,25000000,0.00432064,-0.05020113,0,-0.05020113,0.030120675,0.155623492,16.21621585,18.95594529,21.56640386,15.38461536,14.40849688,15.15520882,12.915073,
2002/11/19,19.48807723,19.56839903,19.13666935,19.47803701,77710,25000000,0.0031084,0.12048271,0.12048271,0,0.050201127,0.100402253,33.33333333,18.95594529,21.56640386,20.00000023,16.27233133,15.52758299,17.76182801,
2002/11/20,19.47803701,19.47803701,18.75514079,18.78526146,164298,25000000,0.00657192,-0.69277555,0,-0.69277555,0.050201127,0.1321963,27.52293581,18.75514079,21.56640386,1.071428367,11.20536368,14.08684322,5.442404589,
2002/11/21,18.58445696,18.77522124,18.25312953,18.25312953,195477,25000000,0.00781908,-0.53213193,0,-0.53213193,0.050201127,0.220884955,18.51851868,18.25312953,20.26117458,0,7.47024245,11.88130963,-1.351891908,
2002/11/22,18.2832502,18.69489944,18.07240547,18.47401448,274257,25000000,0.01097028,0.22088495,0.22088495,0,0.087015285,0.212518102,29.05027916,18.07240547,20.08045052,20,11.6468283,11.80314919,11.33418653,
2002/11/25,18.37361223,18.51417538,18.1627675,18.46397426,101300,25000000,0.004052,-0.01004022,0,-0.01004022,0.05689461,0.214191472,20.98765442,18.07240547,20.08045052,19.50000026,14.26455229,12.62361689,17.54642309,
2002/11/26,18.46397426,18.57441673,17.69087691,17.76115849,312709,25000000,0.01250836,-0.70281577,0,-0.70281577,0.05689461,0.322960578,14.97797365,17.69087691,20.08045052,2.941176606,10.49009373,11.9124425,7.64539618,
2002/11/27,17.62059533,17.81135961,17.3695897,17.70091714,244261,25000000,0.00977044,-0.06024135,0,-0.06024135,0.036814158,0.333000803,9.954750929,17.3695897,19.81940467,13.52459039,11.50159261,11.77549254,10.95379277,
