,time,O,H,L,C,volume,outstanding_share,turnover,diff,up,down,avg_up,avg_down,rsi,lowest,highest,RSV,K,D,J,predict,5d,25d,s-l,signal,market,strategy
513,2008/8/18,3.734758718,3.745075731,3.5593694960000004,3.569686509,19824124,6493506000.0,0.003052915,-0.144438182,0.0,-0.144438182,0.0051585070000000005,0.068780087,6.976744186,3.5593694960000004,4.178390278,1.6666666669999999,9.592032687,14.612683800000001,-0.449269543,,3.687300458,4.0417930256,-0.3544925675999995,-1,-0.038888889032484886,0.038888889032484886
514,2008/8/19,3.5593694960000004,3.600637548,3.5181014439999996,3.5800035219999997,15496487,6493506000.0,0.002386459,0.010317013,0.010317013,0.0,0.006878009,0.037829048,15.38461538,3.5181014439999996,4.1577562519999995,9.677419355,9.62049491,12.94862084,2.964243053,,3.6501592109999996,4.017444874839999,-0.3672856638399993,-1,0.0028901734014985525,-0.0028901734014985525
515,2008/8/20,3.5593694960000004,3.941098979,3.507784431,3.910147939,68495541,6493506000.0,0.010548314,0.33014441699999997,0.33014441699999997,0.0,0.061902078,0.037829048,62.06896552,3.507784431,4.126805213,65.0,28.08032994,17.99252387,48.25594208,,3.691427263,4.01001662544,-0.3185893624399996,-1,0.09221902016888572,-0.09221902016888572
516,2008/8/21,3.868879887,3.910147939,3.755392744,3.7657097569999998,42050394,6493506000.0,0.006475761,-0.144438182,0.0,-0.144438182,0.061902078,0.051585065,54.54545455,3.507784431,3.972050018,55.55555556,37.23873848,24.40792874,62.90035795,,3.7079344838,3.9968108487599996,-0.2888763649599997,-1,-0.0369393138708044,0.0369393138708044
517,2008/8/22,3.77602677,3.817294822,3.6831736530000003,3.7966607960000003,24093611,6493506000.0,0.003710416,0.030951039,0.030951039,0.0,0.067060585,0.048146061,58.20895522,3.507784431,3.941098979,66.66666667,47.04804787,31.95463512,77.23487339,,3.7244417046000002,3.981954349999999,-0.25751264539999896,-1,0.008219178056000365,-0.008219178056000365
518,2008/8/25,3.786343783,3.827611835,3.714124692,3.7657097569999998,18297636,6493506000.0,0.0028178359999999998,-0.030951039,0.0,-0.030951039,0.061902078,0.053304567000000004,53.73134328,3.507784431,3.941098979,59.52380952,51.20663509,38.37196844,76.87596839,,3.7636463542,3.964209087599999,-0.20056273339999908,-1,-0.008152173887277292,0.008152173887277292
519,2008/8/26,3.755392744,3.817294822,3.6419056010000004,3.67285664,24496216,6493506000.0,0.003772418,-0.092853117,0.0,-0.092853117,0.061902078,0.044707055999999995,58.06451613,3.507784431,3.941098979,38.095238099999996,46.83616943,41.19336877,58.12177074,,3.7822169778,3.942337019999999,-0.1601200421999991,-1,-0.024657534168000317,0.024657534168000317
520,2008/8/27,3.67285664,3.77602677,3.6419056010000004,3.734758718,31397051,6493506000.0,0.004835145999999999,0.061902078,0.061902078,0.0,0.070499589,0.044707055999999995,61.19402985,3.507784431,3.941098979,52.38095238,48.68443041,43.69038932,58.672512600000005,,3.747139133600001,3.9241790770799994,-0.1770399434799983,-1,0.016853932529204307,-0.016853932529204307
521,2008/8/28,3.745075731,3.8069778089999997,3.724441705,3.7657097569999998,18111741,6493506000.0,0.002789208,0.030951039,0.030951039,0.0,0.020634026,0.044707055999999995,31.57894737,3.507784431,3.941098979,59.52380952,52.29755678,46.55944514,63.77378007,,3.747139133600001,3.905195773119999,-0.15805663951999804,-1,0.008287292791052003,-0.008287292791052003
522,2008/8/29,3.817294822,3.848245861,3.7657097569999998,3.817294822,26194200,6493506000.0,0.004033907,0.051585065,0.051585065,0.0,0.029231537000000002,0.020634026,58.62068966,3.507784431,3.941098979,71.42857143,58.67456166,50.59781731,74.82805036,,3.751265938800001,3.8903392743599987,-0.1390733355599978,-1,0.013698630093333719,-0.013698630093333719
523,2008/9/1,3.7966607960000003,3.7966607960000003,3.693490666,3.693490666,21681673,6493506000.0,0.003338978,-0.123804156,0.0,-0.123804156,0.02407303,0.041268052,36.84210526,3.507784431,3.941098979,42.85714286,53.40208873,51.53257445,57.14111728,,3.7368221206000007,3.8688798872799985,-0.1320577666799978,-1,-0.03243243233047821,0.03243243233047821
524,2008/9/2,3.693490666,3.7038076789999996,3.6419056010000004,3.6831736530000003,14195118,6493506000.0,0.002186048,-0.010317013,0.0,-0.010317013,0.02407303,0.037829048,38.88888889,3.6419056010000004,3.910147939,15.38461538,40.72959761,47.93158217,26.325628499999997,,3.7388855232000013,3.8498965833199987,-0.1110110601199974,-1,-0.0027932960803100926,0.0027932960803100926
525,2008/9/3,3.6831736530000003,3.693490666,3.6419056010000004,3.67285664,13459562,6493506000.0,0.002072773,-0.010317013,0.0,-0.010317013,0.02407303,0.02407303,50.0,3.6419056010000004,3.848245861,15.0,32.15306508,42.67207647,11.11504228,,3.7265051076000004,3.8300879183199985,-0.10358281071999809,-1,-0.0028011204390531175,0.0028011204390531175
526,2008/9/4,3.67285664,3.714124692,3.652222614,3.67285664,13033904,6493506000.0,0.002007221,0.0,0.0,0.0,0.013756016999999999,0.02407303,36.36363636,3.6419056010000004,3.848245861,15.0,26.43537672,37.25984322,4.786443708999999,,3.7079344842000004,3.812342655919999,-0.1044081717199985,-1,0.0,-0.0
527,2008/9/5,3.6419056010000004,3.6419056010000004,3.5800035219999997,3.590320535,14139330,6493506000.0,0.0021774570000000003,-0.082536104,0.0,-0.082536104,0.008597511,0.037829048,18.51851852,3.5800035219999997,3.848245861,3.8461538460000004,18.90563576,31.14177407,-5.566640855,,3.6625396268,3.788407185679999,-0.12586755887999868,-1,-0.022471910311206655,0.022471910311206655
528,2008/9/8,3.6625396269999997,3.745075731,3.6109545610000002,3.631588588,29572782,6493506000.0,0.004554209,0.041268052,0.041268052,0.0,0.006878009,0.037829048,15.38461538,3.5800035219999997,3.848245861,19.23076923,19.01401358,27.09918724,2.8436662719999997,,3.6501592112000005,3.769423881719999,-0.11926467051999845,-1,0.011494253116873798,-0.011494253116873798
